TIME, GPU TEMP,GPU MEMORY USE,GPU POWER USE,GPU CORE UTILIZATION,CPU USE PERCENTAGE,RAM USE IN BYTES
1533072914842,53,319,6,2,83.6861,1175083863850
1533072915458,53,319,6,0,83.6863,1170468901823
1533072916082,53,319,6,5,83.6865,1169107993313
1533072916710,53,319,6,5,83.6867,1164964633246
1533072917356,53,319,6,2,83.6869,1155121626646
1533072917970,53,319,6,0,83.687,1153167847102
1533072918578,53,319,6,5,83.6872,1148296872583
1533072919190,53,319,6,4,83.6874,1148054334433
1533072919808,53,319,7,0,83.6876,1139706979760
1533072920432,53,319,6,5,83.6878,1138090058758
1533072921030,53,319,6,5,83.688,1133845641128
1533072921640,53,319,6,0,83.6881,1132969808919
1533072922273,53,319,6,5,83.6883,1126252849590
1533072922900,53,319,6,5,83.6885,1123665775987
1533072923526,53,319,6,0,83.6887,1115648542685
1533072924138,53,319,6,0,83.6889,1112387751998
1533072924738,53,319,6,5,83.6891,1106607259416
1533072925372,53,319,6,0,83.6893,1104565896651
1533072926008,53,319,6,0,83.6894,1099533230032
1533072926626,53,319,6,6,83.6896,1095079960106
1533072927254,53,319,6,6,83.6898,1054926421890
1533072927884,53,319,6,0,83.69,653096625365
1533072928319,53,319,7,6,83.6898,377822561948
1533072928626,53,319,6,8,83.6898,361671542289
1533072929268,53,319,6,6,83.69,382570919957
1533072929920,53,319,6,4,83.6902,404803583734
1533072930535,53,319,6,0,83.6904,425128954446
1533072931143,53,319,6,7,83.6906,446727650447
1533072931746,53,319,6,1,83.6907,469275613820
1533072932358,53,319,6,0,83.6909,491623483219
1533072933000,53,319,6,6,83.6911,513225547805
1533072933594,53,319,6,5,83.6913,533771897721
1533072934224,53,319,6,0,83.6915,557287992543
1533072934853,53,319,6,7,83.6917,578070817155
1533072935485,53,319,7,7,83.6918,601379407116
1533072936086,53,319,7,0,83.692,623213230380
1533072936726,53,319,6,2,83.6922,645719423293
1533072937326,53,319,6,6,83.6924,668853520529
1533072937964,53,319,7,6,83.6926,689502275441
1533072938585,53,319,6,2,83.6928,710421190905
1533072939210,53,319,6,1,83.693,732835758295
1533072939842,53,319,6,6,83.6931,755668030277
1533072940442,53,319,6,0,83.6933,775684164847
1533072941054,53,319,6,0,83.6935,797687764816
1533072941670,53,319,7,5,83.6937,819536409855
1533072942234,53,319,6,0,83.6939,840307107560
1533072942854,53,319,6,6,83.694,861124965460
1533072943474,53,319,6,2,83.6942,884017871980
1533072944124,53,319,6,0,83.6944,906863618304
1533072944774,53,319,6,0,83.6946,926576580186
1533072945377,53,319,6,5,83.6948,950500273845
1533072945986,53,319,7,3,83.695,970833055445
1533072946602,53,319,7,0,83.6952,993611430060
1533072947202,53,319,7,5,83.6953,1014462973815
1533072947842,53,319,6,5,83.6955,1037403040531
1533072948492,53,319,6,1,83.6957,1061367157214
1533072949106,53,319,6,0,83.6959,1083404443037
1533072949720,53,319,7,5,83.6961,1104687165726
1533072950352,53,319,6,2,83.6963,1125370280210
1533072950966,53,319,6,0,83.6965,1148775211713
1533072951574,53,319,6,5,83.6966,1171075247199
1533072952210,53,319,6,4,83.6968,1192209752129
1533072952822,53,319,6,0,83.697,1212414527483
1533072953402,53,319,6,5,83.6972,1234020634372
1533072954016,53,319,6,0,83.6974,1258045385593
1533072954590,53,319,6,5,83.6975,1274935472893
1533072955190,53,319,6,1,83.6977,1297868802438
1533072955802,53,319,6,0,83.6979,1317292065974
1533072956408,53,319,6,5,83.6981,1339645998827
1533072957019,53,319,6,0,83.6983,1360942195857
1533072957634,53,319,7,0,83.6984,1383174859634
1533072958210,53,319,6,1,83.6986,1402827186979
1533072958642,53,319,6,0,83.6987,1486105355752
1533072959078,53,319,6,5,83.6988,1493610564070
1533072959719,53,319,6,0,83.699,1504282242683
1533072960344,53,319,6,0,83.6992,1503628737111
1533072960942,53,319,6,5,83.6994,1429593966733
1533072961550,53,319,7,1,83.6996,1436728630654
1533072962150,53,319,7,0,83.6997,1441410964389
1533072962778,53,319,6,5,83.6999,1440925888088
1533072963410,53,319,6,4,83.7001,1438608301319
1533072964026,53,319,6,0,83.7003,1439996158512
1533072964632,53,319,6,5,83.7005,1440892202234
1533072965272,53,319,6,5,83.7007,1431493848910
1533072965893,53,319,6,0,83.7008,1429573755220
1533072966476,53,319,6,6,83.701,1431028984122
1533072967092,53,319,6,3,83.7012,1430422638746
1533072967734,53,319,6,0,83.7014,1424312024793
1533072968350,53,319,6,0,83.7016,1421024285422
1533072968976,53,319,6,6,83.7018,1400475914355
1533072969622,53,319,6,6,83.702,1400422016989
1533072970278,53,319,6,4,83.7022,1400388331134
1533072970899,53,319,6,0,83.7023,1396999534201
1533072971520,53,319,6,5,83.7025,1394520255331
1533072972162,53,319,6,6,83.7027,1398892679208
1533072972786,53,319,6,4,83.7029,1394109287910
1533072973394,53,319,6,0,83.7031,1388989038070
1533072974002,53,319,6,5,83.7033,1379961229143
1533072974626,53,319,6,4,83.7035,1377023822656
1533072975242,53,319,6,0,83.7036,1374807293449
1533072975876,53,319,6,6,83.7038,1366689002585
1533072976500,53,319,6,5,83.704,1364519633574
1533072977116,53,319,6,0,83.7042,1361535066891
1533072977738,53,319,6,0,83.7044,1361393586303
1533072978394,53,319,6,0,83.7046,1351173298137
1533072979008,53,319,6,5,83.7048,1346827822944
1533072979622,53,319,6,0,83.7049,1345541023313
1533072980240,53,319,6,0,83.7051,1341539143833
1533072980899,53,319,6,0,83.7053,1338756692276
1533072981516,53,319,7,5,83.7055,1333750974340
1533072982138,53,319,6,1,83.7057,1328913685676
1533072982784,53,319,7,0,83.7059,1325188030201
1533072983424,53,319,6,0,83.7061,1319084153418
1533072984061,53,319,6,5,83.7063,1317965783058
1533072984674,53,319,6,5,83.7064,1313647256549
1533072985303,53,319,6,0,83.7066,1314718466713
1533072985927,53,319,6,0,83.7068,1311774323055
1533072986518,53,319,6,5,83.707,1308466372172
1533072987142,53,319,6,0,83.7072,1293334686461
1533072987744,53,319,6,5,83.7074,1292014200976
1533072988352,53,319,6,1,83.7075,1290350119779
1533072988976,53,319,6,0,83.7077,1288746673118
1533072989592,53,319,6,5,83.7079,1282649533507
1533072990224,53,319,7,5,83.7081,1279772761557
1533072990838,53,319,6,0,83.7083,1275171273872
1533072991458,53,319,6,0,83.7085,1271593836156
1533072992086,53,319,6,6,83.7086,1268993288211
1533072992702,53,319,6,3,83.7088,1268481263227
1533072993342,53,319,6,0,83.709,1263650711733
1533072993978,53,319,6,0,83.7092,1260538138805
1533072994622,53,319,6,0,83.7094,1257007861284
1533072995222,53,319,6,5,83.7096,1249455492770
1533072995856,53,319,6,0,83.7098,1246430503062
1533072996492,53,319,6,0,83.71,1234229486668
1533072997118,53,319,6,5,83.7101,1226481740200
1533072997738,53,319,6,5,83.7103,1221900464028
1533072998322,53,319,6,0,83.7105,1215540574753
1533072998976,53,319,6,5,83.7107,1216503990184
1533072999587,53,319,6,5,83.7109,1213647429747
1533073000213,53,319,6,0,83.7111,1210797606481
1533073000833,53,319,6,0,83.7113,1205825574400
1533073001462,53,319,6,5,83.7114,1201331881449
1533073002054,53,319,7,1,83.7116,1199903601230
1533073002641,53,319,6,5,83.7118,1200085504843
1533073003242,53,319,6,1,83.712,1193011475459
1533073003850,53,319,6,0,83.7121,1188537994020
1533073004452,53,319,7,6,83.7123,1184354210928
1533073005087,53,319,6,1,83.7125,1180803721894
1533073005710,53,319,6,0,83.7127,1175952958888
1533073006340,53,319,6,5,83.7129,1166824092398
1533073006972,53,319,6,5,83.7131,1165085902321
1533073007591,53,319,6,0,83.7133,1159244775201
1533073008220,53,319,6,0,83.7134,1156239997006
1533073008837,53,319,6,5,83.7136,1150486453107
1533073009454,53,319,6,5,83.7138,1147212188078
1533073010063,53,319,6,0,83.714,1141795502721
1533073010678,53,319,6,6,83.7142,1135516459497
1533073011313,53,319,6,5,83.7144,1132006393488
1533073011936,53,319,6,0,83.7146,1125963151244
1533073012546,53,319,6,0,83.7147,1122837103973
1533073013187,53,319,6,5,83.7149,1119050813960
1533073013804,53,319,6,4,83.7151,1113539808212
1533073014448,53,319,6,0,83.7153,1111464759592
1533073015056,53,319,6,0,83.7155,1107388771233
1533073015656,53,319,6,5,83.7157,1102046194756
1533073016260,53,319,6,0,83.7158,1098488968552
1533073016879,53,319,6,5,83.716,1091017446088
1533073017492,53,319,6,4,83.7162,863476238084
1533073018092,53,319,6,0,83.7164,849085641166
1533073018655,53,319,6,6,83.7165,470104959550
1533073018937,53,319,6,6,83.7162,312973250295
1533073019219,53,319,7,8,83.7158,315598052055
1533073019501,53,319,6,5,83.7155,316552709163
1533073019782,53,319,6,1,83.7152,349563498853
1533073020116,53,319,7,2,83.7151,355384414460
1533073020486,53,319,7,1,83.7152,369110052615
1533073021120,53,319,6,0,83.7153,390815869633
1533073021710,53,319,6,7,83.7155,413437268168
1533073022332,53,319,7,1,83.7157,436648842868
1533073022926,53,319,6,0,83.7159,454247006824
1533073023552,53,319,6,6,83.7161,475803258648
1533073024192,53,319,6,3,83.7163,498467775077
1533073024786,53,319,6,0,83.7164,518921152035
1533073025394,53,319,6,7,83.7166,541367384128
1533073026006,53,319,6,1,83.7168,562942500031
1533073026604,53,319,6,6,83.717,583839182830
1533073027210,53,319,6,6,83.7172,605324020644
1533073027845,53,319,8,0,83.7173,628208842559
1533073028484,53,319,7,2,83.7175,649628329815
1533073029120,53,319,6,6,83.7177,673614679163
1533073029718,53,319,6,5,83.7179,694171134835
1533073030344,53,319,6,0,83.7181,717832078830
1533073030962,53,319,6,0,83.7183,738811628831
1533073031570,53,319,6,5,83.7185,761711272522
1533073032179,53,319,6,0,83.7186,783027681064
1533073032818,53,319,6,0,83.7188,805078441229
1533073033444,53,319,6,6,83.719,827236996127
1533073034054,53,319,6,1,83.7192,849112589850
1533073034694,53,319,6,0,83.7194,870496370101
1533073035318,53,319,7,0,83.7196,893032206566
1533073035938,53,319,6,5,83.7197,913991545054
1533073036564,53,319,6,0,83.7199,935732395360
1533073037200,53,319,6,0,83.7201,958173911434
1533073037829,53,319,6,6,83.7203,982616367247
1533073038470,53,319,6,6,83.7205,1004950088587
1533073039078,53,319,6,4,83.7207,1025619728729
1533073039681,53,319,6,0,83.7209,1046572330046
1533073040286,53,319,6,5,83.721,1067605777414
1533073040906,53,319,6,1,83.7212,1087857712963
1533073041521,53,319,6,0,83.7214,1112320380289
1533073042124,53,319,6,5,83.7216,1133805218103
1533073042730,53,319,6,0,83.7218,1156549906864
1533073043370,53,319,7,0,83.722,1179921152514
1533073044004,53,319,6,5,83.7221,1203406930068
1533073044662,53,319,6,6,83.7223,1227485578656
1533073045254,53,319,6,0,83.7225,1246356394183
1533073045846,53,319,6,5,83.7227,1270273350671
1533073046472,53,319,6,5,83.7229,1294149884133
1533073047113,53,319,6,1,83.7231,1312912904927
1533073047746,53,319,6,0,83.7233,1334673966746
1533073048338,53,319,6,5,83.7234,1354831581904
1533073048962,53,319,6,2,83.7236,1374834242132
1533073049586,53,319,6,0,83.7238,1397841680556
1533073050078,53,319,6,0,83.7239,1484394114358
1533073050581,53,319,6,0,83.7241,1489642370444
1533073051206,53,319,6,5,83.7242,1502645110168
1533073051826,53,319,6,5,83.7244,1486994662303
1533073052444,53,319,6,0,83.7246,1447305988875
1533073053013,53,319,6,6,83.7248,1435091498140
1533073053590,53,319,6,0,83.7249,1439571716749
1533073054192,53,319,6,5,83.7251,1441296432485
1533073054840,53,319,6,4,83.7253,1432234937703
1533073055452,53,319,6,0,83.7255,1434862434331
1533073056074,53,319,6,0,83.7257,1435374459315
1533073056694,53,319,6,6,83.7259,1437745943451
1533073057302,53,319,6,0,83.726,1430348529867
1533073057926,53,319,6,0,83.7262,1426427496437
1533073058536,53,319,6,5,83.7264,1424291813280
1533073059130,53,319,6,0,83.7266,1425363023444
1533073059726,53,319,6,5,83.7268,1412084059715
1533073060352,53,319,7,3,83.7269,1410002273925
1533073060997,53,319,6,0,83.7271,1409092755862
1533073061624,53,319,6,0,83.7273,1408998435470
1533073062238,53,319,6,6,83.7275,1408041757211
1533073062856,53,319,6,1,83.7277,1407799219060
1533073063478,53,319,6,0,83.7279,1405825228004
1533073064104,53,319,6,5,83.7281,1397996635486
1533073064710,53,319,6,5,83.7282,1394122762252
1533073065327,53,319,6,0,83.7284,1390370158093
1533073065962,53,319,6,0,83.7286,1379381832450
1533073066548,53,319,6,4,83.7288,1372765930684
1533073067178,53,319,6,0,83.729,1370778465286
1533073067808,53,319,6,0,83.7292,1368339609441
1533073068428,53,319,6,6,83.7293,1366756374293
1533073069028,53,319,6,0,83.7295,1364384890157
1533073069671,53,319,6,0,83.7297,1358153007128
1533073070276,53,319,6,5,83.7299,1351341727408
1533073070900,53,319,6,4,83.7301,1346228214739
1533073071530,53,319,6,0,83.7303,1342529507947
1533073072147,53,319,6,0,83.7304,1342388027359
1533073072776,53,319,6,5,83.7306,1335152305875
1533073073393,53,319,6,1,83.7308,1336573848923
1533073074024,53,319,6,0,83.731,1331541182304
1533073074644,53,319,6,5,83.7312,1329472870856
1533073075250,53,319,6,4,83.7314,1324676005217
1533073075878,53,319,6,0,83.7316,1325652894989
1533073076506,53,319,6,0,83.7317,1321880079317
1533073077114,53,319,6,5,83.7319,1316389285081
1533073077744,53,319,6,0,83.7321,1310945651041
1533073078360,53,319,6,0,83.7323,1301836996064
1533073079004,53,319,6,5,83.7325,1298542519522
1533073079630,53,319,6,5,83.7327,1293442481195
1533073080252,53,319,6,0,83.7329,1289696614207
1533073080894,53,319,6,0,83.733,1284913222909
1533073081504,53,319,6,5,83.7332,1278654391198
1533073082154,53,319,6,6,83.7334,1270677580921
1533073082772,53,319,6,1,83.7336,1268629480985
1533073083400,53,319,6,0,83.7338,1270825798680
1533073084020,53,319,6,5,83.734,1267969238243
1533073084640,53,319,6,4,83.7342,1265806606403
1533073085278,53,319,6,1,83.7343,1260544875975
1533073085897,53,319,6,0,83.7345,1255337042915
1533073086520,53,319,6,5,83.7347,1248970416470
1533073087146,53,319,6,5,83.7349,1242590315683
1533073087768,53,319,6,0,83.7351,1236681816854
1533073088404,53,319,6,0,83.7353,1234802146190
1533073089030,53,319,6,5,83.7355,1234357492914
1533073089631,53,319,6,1,83.7356,1228657846382
1533073090246,53,319,6,0,83.7358,1225033248469
1533073090876,53,319,7,5,83.736,1221839829490
1533073091482,53,319,6,1,83.7362,1217272027660
1533073092094,53,319,6,0,83.7364,1214341358344
1533073092731,53,319,6,6,83.7366,1209659024609
1533073093338,53,319,7,5,83.7367,1204222127740
1533073093960,53,319,6,0,83.7369,1199061454875
1533073094586,53,319,6,0,83.7371,1195187581641
1533073095176,53,319,6,4,83.7373,1191549509387
1533073095802,53,319,6,0,83.7375,1175110812533
1533073096410,53,319,6,5,83.7376,1175144498387
1533073097047,53,319,6,6,83.7378,1166810618056
1533073097650,53,319,6,0,83.738,1166211009851
1533073098254,53,319,6,5,83.7382,1161501727433
1533073098892,53,319,6,5,83.7384,1161353509675
1533073099514,53,319,6,1,83.7386,1158220725233
1533073100124,53,319,6,0,83.7387,1155283318746
1533073100742,53,319,6,6,83.7389,1150681831061
1533073101368,53,319,6,4,83.7391,1147960014041
1533073101974,53,319,6,0,83.7393,1139902357715
1533073102612,53,319,6,6,83.7395,1135583831205
1533073103247,53,319,6,6,83.7397,1131945758951
1533073103858,53,319,6,0,83.7399,1127916930788
1533073104492,53,319,6,0,83.74,1128422218601
1533073105088,53,319,6,5,83.7402,1124507922342
1533073105747,53,319,6,6,83.7404,1116457003186
1533073106362,53,319,6,0,83.7406,1115702440052
1533073106962,53,319,6,6,83.7408,1110481132650
1533073107570,53,319,7,5,83.7409,1105947016673
1533073108208,53,319,6,0,83.7411,1098785404069
1533073108830,53,319,6,0,83.7413,1095470716015
1533073109476,53,319,6,5,83.7415,860060492467
1533073110090,53,319,6,6,83.7417,644692004740
1533073110510,53,319,6,6,83.7415,376848367044
1533073110806,53,319,6,7,83.7415,361714660182
1533073111390,53,319,6,2,83.7417,380092988521
1533073111998,53,319,6,0,83.7418,401547509066
1533073112626,53,319,6,8,83.742,422387599631
1533073113230,53,319,6,0,83.7422,443670322319
1533073113792,53,319,7,6,83.7424,464028705168
1533073114404,53,319,6,0,83.7425,483771310603
1533073115062,53,319,6,0,83.7427,506131306909
1533073115670,53,319,6,7,83.7429,529600241536
1533073116292,53,319,6,6,83.7431,551776986795
1533073116924,53,319,6,0,83.7433,573744206041
1533073117512,53,319,6,6,83.7435,593599322228
1533073118122,53,319,6,6,83.7436,616976631332
1533073118740,53,319,7,0,83.7438,637631449698
1533073119346,53,319,6,6,83.744,658397431383
1533073119972,53,319,6,4,83.7442,680743953347
1533073120590,53,319,6,0,83.7444,701615708615
1533073121214,53,319,6,0,83.7445,724293025667
1533073121823,53,319,7,6,83.7447,747549739413
1533073122430,53,319,6,0,83.7449,767929681208
1533073123042,53,319,6,6,83.7451,790809113387
1533073123662,53,319,6,6,83.7453,814375736990
1533073124274,53,319,7,0,83.7455,836352388276
1533073124896,53,319,6,6,83.7456,858099975752
1533073125506,53,319,6,5,83.7458,882353790782
1533073126146,53,319,6,1,83.746,905031107835
1533073126776,53,319,6,0,83.7462,925781594027
1533073127385,53,319,6,5,83.7464,949253897239
1533073127974,53,319,6,1,83.7466,966898547673
1533073128593,53,319,6,0,83.7467,984785736258
1533073129214,53,319,6,6,83.7469,1005987612896
1533073129828,53,319,6,0,83.7471,1028927679612
1533073130454,53,319,7,0,83.7473,1050648318405
1533073131062,53,319,6,5,83.7475,1073339109800
1533073131678,53,319,6,4,83.7477,1096245490661
1533073132298,53,319,6,0,83.7478,1116133618986
1533073132914,53,319,6,5,83.748,1139599185027
1533073133522,53,319,7,5,83.7482,1160814536007
1533073134130,53,319,6,0,83.7484,1181874932058
1533073134754,53,319,7,5,83.7486,1204316448131
1533073135382,53,319,6,6,83.7487,1223834032060
1533073135994,53,319,6,0,83.7489,1247366969809
1533073136602,53,319,6,5,83.7491,1270003863837
1533073137242,53,319,6,6,83.7493,1294190307158
1533073137890,53,319,6,5,83.7495,1315136171305
1533073138512,53,319,7,0,83.7497,1339437146531
1533073139130,53,319,6,0,83.7499,1362458059296
1533073139738,53,319,6,5,83.75,1384852415174
1533073140372,53,319,6,2,83.7502,1401830085695
1533073140782,53,319,6,6,83.7503,1490895484221
1533073141214,53,319,6,4,83.7504,1489460466831
1533073141846,53,319,6,0,83.7506,1498434378392
1533073142244,53,319,6,6,83.7507,1500192779982
1533073142868,53,319,7,0,83.7509,1503379461790
1533073143483,53,319,6,0,83.7511,1449798742087
1533073144098,53,319,6,5,83.7513,1457391533625
1533073144724,53,319,6,1,83.7515,1440818093355
1533073145344,53,319,6,0,83.7517,1440535132180
1533073145982,53,319,6,0,83.7518,1443108731441
1533073146596,53,319,6,5,83.752,1444159730092
1533073147214,53,319,6,0,83.7522,1442751661386
1533073147830,53,319,6,0,83.7524,1443742025500
1533073148444,53,319,6,5,83.7526,1444449428439
1533073149065,53,319,6,0,83.7527,1444368582388
1533073149648,53,319,7,5,83.7529,1429849979225
1533073150281,53,319,6,6,83.7531,1429230159507
1533073150898,53,319,6,0,83.7533,1428185898027
1533073151510,53,319,7,0,83.7535,1423624833367
1533073152145,53,319,6,6,83.7537,1419616216716
1533073152754,53,319,6,2,83.7538,1412171642936
1533073153382,53,319,6,0,83.754,1409598043675
1533073154015,53,319,6,5,83.7542,1386199849342
1533073154646,53,319,6,6,83.7544,1382386610646
1533073155246,53,319,6,0,83.7546,1382036277762
1533073155868,53,319,6,5,83.7548,1379947754801
1533073156488,53,319,6,5,83.7549,1376289471034
1533073157088,53,319,6,0,83.7551,1363354103018
1533073157714,53,319,6,0,83.7553,1365550420713
1533073158365,53,319,6,5,83.7555,1370387709377
1533073159007,53,319,7,5,83.7557,1366911329223
1533073159624,53,319,6,0,83.7559,1349718069235
1533073160244,53,319,6,0,83.7561,1349003929126
1533073160838,53,319,6,5,83.7562,1353046231631
1533073161515,53,319,6,6,83.7564,1343445763181
1533073162144,53,319,6,1,83.7566,1339868325464
1533073162774,53,319,6,0,83.7568,1333104205939
1533073163415,53,319,6,0,83.757,1329210121193
1533073164049,53,319,6,6,83.7572,1324655793704
1533073164684,53,319,6,5,83.7574,1323699115445
1533073165314,53,319,6,1,83.7576,1321610592484
1533073165949,53,319,6,0,83.7577,1311969701009
1533073166562,53,319,6,5,83.7579,1309874440878
1533073167158,53,319,6,4,83.7581,1303999627904
1533073167758,53,319,6,0,83.7583,1298731160306
1533073168406,53,319,6,5,83.7585,1294843812730
1533073169026,53,319,6,5,83.7587,1292108521368
1533073169654,53,319,6,0,83.7588,1288504134968
1533073170280,53,319,6,0,83.759,1291758188485
1533073170898,53,319,6,5,83.7592,1279995088195
1533073171498,53,319,6,0,83.7594,1272752629540
1533073172094,53,319,6,0,83.7596,1268993288211
1533073172710,53,319,6,5,83.7597,1267100143204
1533073173324,53,319,6,0,83.7599,1266379265924
1533073173926,53,319,6,5,83.7601,1263118475237
1533073174540,53,319,6,4,83.7603,1255054081739
1533073175192,53,319,7,0,83.7605,1249778876971
1533073175814,53,319,6,0,83.7607,1243829955117
1533073176414,53,319,6,5,83.7608,1238857923036
1533073177028,53,319,6,0,83.761,1238527801665
1533073177649,53,319,6,0,83.7612,1238507590153
1533073178252,53,319,6,5,83.7614,1234411390281
1533073178874,53,319,6,4,83.7616,1226192041854
1533073179490,53,319,6,0,83.7617,1226744489863
1533073180114,53,319,6,5,83.7619,1227485578656
1533073180722,53,319,7,1,83.7621,1222035207445
1533073181326,53,319,6,0,83.7623,1221711823244
1533073181949,53,319,6,5,83.7625,1216685893797
1533073182562,53,319,6,2,83.7627,1204606146478
1533073183164,53,319,6,0,83.7628,1199809280838
1533073183796,53,319,6,5,83.763,1186314727643
1533073184426,53,319,6,5,83.7632,1184724755324
1533073185038,53,319,6,0,83.7634,1183316686618
1533073185641,53,319,6,6,83.7636,1175845164155
1533073186228,53,319,6,0,83.7637,1176417823676
1533073186862,53,319,6,0,83.7639,1172456367221
1533073187488,53,319,6,5,83.7641,1170772074511
1533073188128,53,319,6,5,83.7643,1166729772006
1533073188724,53,319,6,0,83.7645,1161030125474
1533073189346,53,319,6,0,83.7647,1152399809626
1533073190012,53,319,6,5,83.7649,1148532673563
1533073190649,53,319,6,6,83.765,1149253550843
1533073191250,53,319,6,0,83.7652,1142563540197
1533073191862,53,319,6,0,83.7654,1139605922198
1533073192488,53,319,7,5,83.7656,1130140197165
1533073193120,53,319,6,4,83.7658,1127580072246
1533073193750,53,319,6,0,83.766,1125040158838
1533073194376,53,319,6,0,83.7661,1122992058902
1533073195008,53,319,6,5,83.7663,1123396289153
1533073195638,53,319,6,4,83.7665,1118895859031
1533073196296,53,319,6,1,83.7667,1117487790325
1533073196924,53,319,6,0,83.7669,1110171222791
1533073197536,53,319,6,5,83.7671,1105913330819
1533073198149,53,319,6,5,83.7673,1099425435299
1533073198796,53,319,6,0,83.7675,1096205067636
1533073199432,53,319,6,0,83.7676,863988263068
1533073200056,53,319,6,6,83.7678,848290655007
1533073200650,53,319,6,5,83.768,620476591584
1533073201091,53,319,6,7,83.7678,378653255112
1533073201380,53,319,6,8,83.7678,361185118554
1533073201936,53,319,7,0,83.768,379461715613
1533073202512,53,319,6,6,83.7681,398114246805
1533073203150,53,319,6,1,83.7683,422649675576
1533073203780,53,319,7,0,83.7685,445238061974
1533073204396,53,319,6,7,83.7687,465652363341
1533073205033,53,319,6,7,83.7689,486443272558
1533073205650,53,319,6,0,83.7691,510237612537
1533073206312,53,319,6,0,83.7693,531400413584
1533073206930,53,319,6,0,83.7694,554355975793
1533073207544,53,319,6,6,83.7696,576497014047
1533073208160,53,319,6,0,83.7698,598458169839
1533073208778,53,319,6,0,83.77,618642733681
1533073209386,53,319,6,6,83.7702,639872906437
1533073210020,53,319,6,1,83.7704,664171186794
1533073210640,53,319,8,2,83.7705,684860364732
1533073211280,53,319,6,6,83.7707,707733059739
1533073211928,53,319,6,6,83.7709,730356479425
1533073212534,53,319,6,2,83.7711,749874063353
1533073213160,53,319,6,0,83.7713,774168301408
1533073213792,53,319,6,5,83.7715,796555920114
1533073214412,53,319,6,5,83.7716,817852117145
1533073214998,53,319,6,0,83.7718,837228220485
1533073215590,53,319,6,5,83.772,859049916841
1533073216194,53,319,6,0,83.7722,882259470390
1533073216796,53,319,6,5,83.7723,905933888728
1533073217451,53,319,6,5,83.7725,928308033093
1533073218058,53,319,6,0,83.7727,950015197544
1533073218696,53,319,6,0,83.7729,974578922433
1533073219334,53,319,6,0,83.7731,996272612543
1533073219956,53,319,6,5,83.7733,1019933556538
1533073220568,53,319,7,1,83.7735,1041162381860
1533073221198,53,319,6,0,83.7736,1064452781460
1533073221828,53,319,6,5,83.7738,1081187913830
1533073222450,53,319,6,5,83.774,1101338791818
1533073223056,53,319,6,0,83.7742,1125855356510
1533073223682,53,319,6,0,83.7744,1148128443312
1533073224298,53,319,6,6,83.7746,1170212889331
1533073224917,53,319,6,0,83.7747,1192135643250
1533073225560,53,319,6,0,83.7749,1214354832685
1533073226188,53,319,6,5,83.7751,1236499913242
1533073226817,53,319,6,6,83.7753,1257290822459
1533073227464,53,319,6,4,83.7755,1281079772701
1533073228086,53,319,6,0,83.7757,1303858147316
1533073228732,53,319,6,0,83.7759,1324891594684
1533073229318,53,319,6,5,83.776,1345837458830
1533073229926,53,319,6,0,83.7762,1366985438102
1533073230572,53,319,6,0,83.7764,1392411520858
1533073231192,53,319,6,5,83.7766,1477232501754
1533073231766,53,319,6,0,83.7767,1487048559670
1533073232372,53,319,6,6,83.7769,1503561365403
1533073232975,53,319,7,3,83.7771,1508452551434
1533073233592,53,319,6,0,83.7773,1448134660889
1533073234235,53,319,6,0,83.7775,1455599446181
1533073234862,53,319,6,5,83.7776,1460921811146
1533073235474,53,319,7,3,83.7778,1464014172563
1533073236094,53,319,6,0,83.778,1464108492954
1533073236728,53,319,6,5,83.7782,1462518520636
1533073237366,53,319,6,6,83.7784,1456306849120
1533073237988,53,319,6,1,83.7786,1456482015562
1533073238622,53,319,6,0,83.7787,1430207049279
1533073239240,53,319,6,5,83.7789,1425181119832
1533073239858,53,319,6,5,83.7791,1424143595522
1533073240496,53,319,6,0,83.7793,1424898158656
1533073241114,53,319,6,0,83.7795,1419400627249
1533073241740,53,319,7,5,83.7797,1416746181938
1533073242346,53,319,6,4,83.7798,1417096514822
1533073242972,53,319,6,0,83.78,1406930124022
1533073243576,53,319,6,5,83.7802,1402820449808
1533073244192,53,319,6,2,83.7804,1398946576574
1533073244828,53,319,6,0,83.7806,1402139995553
1533073245450,53,319,6,0,83.7808,1394486569477
1533073246096,53,319,6,5,83.7809,1385034318786
1533073246717,53,319,6,5,83.7811,1382790840896
1533073247356,53,319,6,0,83.7813,1383902474085
1533073247996,53,319,6,0,83.7815,1376653278260
1533073248598,53,319,6,6,83.7817,1374665812861
1533073249234,53,319,6,5,83.7819,1370562875819
1533073249830,53,319,6,0,83.7821,1361117362299
1533073250456,53,319,7,5,83.7822,1359668870568
1533073251089,53,319,6,5,83.7824,1351719008975
1533073251742,53,319,6,5,83.7826,1337463155474
1533073252330,53,319,6,0,83.7828,1339066602134
1533073252944,53,319,6,5,83.783,1337186931469
1533073253580,53,319,6,4,83.7832,1334269736495
1533073254182,53,319,6,0,83.7833,1335199466071
1533073254808,53,319,6,5,83.7835,1336526688727
1533073255410,53,319,6,5,83.7837,1332073418801
1533073256018,53,319,6,0,83.7839,1325908907481
1533073256616,53,319,6,7,83.7841,1322439264497
1533073257248,53,319,6,3,83.7842,1317507655441
1533073257852,53,319,6,0,83.7844,1314839735788
1533073258488,53,319,6,5,83.7846,1311801271738
1533073259112,53,319,6,5,83.7848,1306654073215
