TIME, GPU TEMP,GPU MEMORY USE,GPU POWER USE,GPU CORE UTILIZATION,CPU USE PERCENTAGE,RAM USE IN BYTES
1533081620191,54,320,6,0,85.8435,1337719167966
1533081620786,54,320,6,5,85.8437,1333528647702
1533081621398,54,320,6,4,85.8438,1333036834231
1533081622030,54,320,7,0,85.8439,1328300603129
1533081622636,54,320,6,5,85.8441,1324938754879
1533081623262,54,320,6,5,85.8442,1323234250656
1533081623912,54,320,7,4,85.8444,1311242086558
1533081624542,54,320,6,0,85.8445,1303319173649
1533081625146,54,320,7,5,85.8446,1296494419586
1533081625752,54,320,6,3,85.8448,1297922699805
1533081626354,54,320,6,0,85.8449,1290046947091
1533081626954,54,320,6,5,85.845,1287028694554
1533081627598,54,320,6,4,85.8452,1287277969875
1533081628215,54,320,7,0,85.8453,1285782317948
1533081628834,54,320,6,5,85.8455,1277825719184
1533081629446,54,320,7,5,85.8456,1273823839704
1533081630062,54,320,6,0,85.8457,1266345580070
1533081630668,54,320,6,5,85.8459,1264856665314
1533081631298,54,320,6,5,85.846,1262195482832
1533081631915,54,320,7,0,85.8462,1257519886268
1533081632522,54,320,6,0,85.8463,1252803866678
1533081633153,54,320,6,6,85.8464,1249401595403
1533081633782,54,320,7,4,85.8466,1242111976553
1533081634406,54,320,6,0,85.8467,1241377624931
1533081634998,54,320,6,6,85.8468,1239012877966
1533081635622,54,320,6,3,85.847,1235731875766
1533081636236,54,320,6,0,85.8471,1232134226536
1533081636864,54,320,7,5,85.8473,1227883071735
1533081637473,54,320,6,5,85.8474,1224170890602
1533081638096,54,320,6,0,85.8475,1217426982589
1533081638722,54,320,6,0,85.8477,1216510727355
1533081639372,54,320,6,5,85.8478,1214388518540
1533081640004,54,320,6,5,85.848,1210905401214
1533081640615,54,320,6,0,85.8481,1205286600733
1533081641206,54,320,7,5,85.8482,1201136503494
1533081641832,54,320,7,4,85.8484,1196757342447
1533081642438,54,320,6,0,85.8485,1192728514284
1533081643057,54,320,6,6,85.8486,1186725695064
1533081643657,54,320,6,1,85.8488,1180945202482
1533081644274,54,320,6,0,85.8489,1174295614861
1533081644896,54,320,6,5,85.8491,1169990562693
1533081645532,54,320,6,5,85.8492,1163314026389
1533081646130,54,320,7,0,85.8493,1158389154504
1533081646764,54,320,6,0,85.8495,1154906037179
1533081647390,54,320,6,5,85.8496,1151409445512
1533081648018,54,320,6,4,85.8497,1145184299655
1533081648648,54,320,6,0,85.8499,1139713716931
1533081649280,54,320,7,0,85.85,1134276820062
1533081649882,54,320,6,5,85.8502,1132963071748
1533081650504,54,320,6,0,85.8503,1128853397535
1533081651138,54,320,6,0,85.8504,1125848619339
1533081651738,54,320,6,6,85.8506,1121321240534
1533081652338,54,320,6,0,85.8507,1118895859031
1533081652930,54,320,6,5,85.8508,1111996996089
1533081653563,54,320,7,6,85.851,1108965269210
1533081654166,54,320,7,0,85.8511,1103818070687
1533081654770,54,320,7,5,85.8513,1098185795864
1533081655422,54,320,7,6,85.8514,1095760414361
1533081656025,54,320,7,0,85.8515,1091846118102
1533081656652,54,320,6,0,85.8517,859117288549
1533081657295,54,320,6,0,85.8518,603988713383
1533081657798,54,320,8,6,85.8517,351878390754
1533081658108,54,320,6,10,85.8516,357780826128
1533081658685,54,320,7,0,85.8518,378300901077
1533081659320,54,320,6,0,85.8519,399676596724
1533081659922,55,320,6,7,85.852,422071626318
1533081660534,54,320,6,0,85.8522,443295061903
1533081661158,54,320,6,0,85.8523,465675269722
1533081661796,54,320,6,8,85.8524,489694631207
1533081662406,55,320,7,4,85.8526,509708744626
1533081662984,54,320,6,7,85.8527,529929689190
1533081663588,54,320,6,3,85.8528,552358404639
1533081664198,54,320,6,0,85.853,573817641203
1533081664798,54,320,7,8,85.8531,594682659300
1533081665414,54,320,6,3,85.8533,617549290853
1533081666022,54,320,6,0,85.8534,637747329036
1533081666678,54,320,6,0,85.8535,660411845464
1533081667318,54,320,7,6,85.8537,683802628909
1533081667938,55,320,6,1,85.8538,704876499302
1533081668557,54,320,6,0,85.854,726576926583
1533081669186,55,320,6,6,85.8541,748688321285
1533081669828,54,320,6,5,85.8542,770745818620
1533081670455,54,320,7,4,85.8544,793362501135
1533081671082,54,320,6,0,85.8545,816336253705
1533081671716,54,320,7,0,85.8547,834257128144
1533081672306,54,320,6,5,85.8548,856442631725
1533081672934,54,320,6,0,85.8549,880245056309
1533081673541,54,320,6,6,85.8551,899614422478
1533081674122,54,320,6,1,85.8552,922770078661
1533081674758,54,320,6,0,85.8553,944396397062
1533081675390,54,320,6,0,85.8555,966682958206
1533081676026,54,320,6,6,85.8556,989367012430
1533081676662,55,320,6,5,85.8558,1013445661018
1533081677280,54,320,7,0,85.8559,1032538803183
1533081677886,54,320,6,5,85.856,1053060225567
1533081678500,54,320,6,4,85.8562,1075764491303
1533081679102,54,320,6,0,85.8563,1098906673144
1533081679720,54,320,6,5,85.8564,1120371299445
1533081680336,55,320,6,4,85.8566,1141276740567
1533081680988,54,320,6,0,85.8567,1165186959883
1533081681620,54,320,6,0,85.8569,1185519741483
1533081682206,54,320,6,5,85.857,1206290439188
1533081682829,54,320,6,1,85.8571,1229782953913
1533081683430,54,320,6,0,85.8573,1249906883216
1533081684054,54,320,6,5,85.8574,1271290663468
1533081684666,54,320,6,0,85.8575,1292809187136
1533081685290,54,320,6,0,85.8577,1315466292676
1533081685928,54,320,6,5,85.8578,1337537264353
1533081686554,55,320,6,5,85.858,1359756453789
1533081687152,55,320,6,0,85.8581,1383639724422
1533081687772,55,320,7,5,85.8582,1400576971918
1533081688154,54,320,6,0,85.8583,1490039863524
1533081688596,54,320,6,5,85.8584,1487526898800
1533081689241,54,320,6,5,85.8585,1501971393084
1533081689852,54,320,6,0,85.8587,1509153217201
1533081690512,54,320,7,0,85.8588,1451954636756
1533081691148,54,320,6,0,85.8589,1459257729948
1533081691777,55,320,6,5,85.8591,1462080604531
1533081692373,54,320,6,4,85.8592,1459763017761
1533081693020,55,320,6,0,85.8594,1452945000870
1533081693607,54,320,6,5,85.8595,1454150954450
1533081694202,54,320,6,1,85.8596,1431965450869
1533081694820,54,320,6,0,85.8598,1431480374568
1533081695438,54,320,7,5,85.8599,1427660398701
1533081696054,54,320,7,1,85.86,1420626792343
1533081696680,54,320,6,0,85.8602,1420350568338
1533081697286,55,320,6,5,85.8603,1421024285422
1533081697928,55,320,6,4,85.8604,1419461261787
1533081698534,55,320,7,0,85.8606,1405872388200
1533081699180,54,320,6,0,85.8607,1406923386851
1533081699800,54,320,7,5,85.8609,1406465259234
1533081700425,54,320,6,4,85.861,1404902235598
1533081701025,55,320,6,0,85.8611,1401109208415
1533081701654,54,320,6,6,85.8613,1388551121966
1533081702254,54,320,6,4,85.8614,1386489547688
1533081702868,54,320,6,0,85.8615,1385990997046
1533081703482,54,320,7,5,85.8617,1384367338873
1533081704106,55,320,6,4,85.8618,1378647480829
1533081704702,54,320,7,0,85.862,1377448264419
1533081705302,54,320,6,5,85.8621,1371068163632
1533081705942,54,320,6,2,85.8622,1372415597800
1533081706563,54,320,6,0,85.8624,1360490805411
1533081707184,54,320,6,5,85.8625,1358772826846
1533081707798,54,320,7,6,85.8626,1355754574309
1533081708398,55,320,7,0,85.8628,1350122299485
1533081708998,54,320,7,5,85.8629,1340818266553
1533081709606,55,320,6,0,85.863,1339861588294
1533081710214,54,320,6,0,85.8632,1335900131839
1533081710842,54,320,6,5,85.8633,1332841456277
1533081711468,55,320,7,1,85.8635,1328886736993
1533081712088,54,320,7,0,85.8636,1324009025303
1533081712702,54,320,6,5,85.8637,1325639420647
1533081713332,54,320,7,5,85.8639,1326932957449
1533081713926,55,320,6,0,85.864,1326131234118
1533081714569,55,320,6,0,85.8642,1316840675528
1533081715166,55,320,6,6,85.8643,1316153484102
1533081715788,54,320,6,0,85.8644,1310164139224
1533081716425,55,320,6,0,85.8646,1306290265990
1533081717042,55,320,6,5,85.8647,1301857207576
1533081717654,55,320,6,1,85.8648,1293530064416
1533081718266,55,320,6,0,85.865,1289575345132
1533081718876,55,320,6,5,85.8651,1289373230007
1533081719520,55,320,6,4,85.8653,1282844911461
1533081720134,55,320,6,1,85.8654,1276599554091
1533081720748,55,320,6,5,85.8655,1269828697395
1533081721380,54,320,7,5,85.8657,1262943308795
1533081722025,54,320,6,5,85.8658,1264391800526
1533081722664,54,320,6,0,85.866,1255936651120
1533081723298,55,320,7,0,85.8661,1250082049658
1533081723922,55,320,7,5,85.8662,1248727878319
1533081724542,54,320,6,4,85.8664,1243156238033
1533081725164,54,320,7,0,85.8665,1240313151938
1533081725788,54,320,6,5,85.8667,1238170731610
1533081726416,54,320,7,5,85.8668,1234943626777
1533081727048,55,320,6,4,85.8669,1229338300637
1533081727702,55,320,6,0,85.8671,1226960079330
1533081728330,55,320,6,0,85.8672,1227195880309
1533081728972,54,320,6,0,85.8674,1219542454233
1533081729583,55,320,7,5,85.8675,1212630116950
1533081730205,55,320,7,0,85.8676,1212603168267
1533081730823,55,320,7,0,85.8678,1205596510591
1533081731442,54,320,6,5,85.8679,1204457928719
1533081732049,55,320,7,0,85.868,1199290518684
1533081732670,55,320,6,0,85.8682,1197383899335
1533081733290,54,320,6,5,85.8683,1190208812389
1533081733924,54,320,6,5,85.8685,1183350372472
1533081734551,54,320,7,0,85.8686,1181632393908
1533081735216,54,320,6,0,85.8688,1174248454665
1533081735820,54,320,6,5,85.8689,1173601686265
1533081736448,54,320,6,5,85.869,1167767296316
1533081737072,55,320,6,1,85.8692,1161926169196
1533081737698,54,320,6,0,85.8693,1158773173242
1533081738362,55,320,6,0,85.8695,1152817514218
1533081739021,54,320,6,0,85.8696,1148950378155
1533081739636,55,320,6,5,85.8697,1141438432667
1533081740258,54,320,6,1,85.8699,1134950537146
1533081740868,54,320,7,0,85.87,1134579992750
1533081741480,54,320,7,5,85.8701,1128119045913
1533081742106,54,320,6,0,85.8703,1124905415421
1533081742722,55,320,7,0,85.8704,1119502204406
1533081743338,55,320,6,6,85.8706,1120250030370
1533081743981,54,320,6,5,85.8707,1114941139747
1533081744606,55,320,6,1,85.8708,1113937301291
1533081745210,55,320,6,0,85.871,1106937380787
1533081745836,55,320,6,5,85.8711,1102497585202
1533081746452,55,320,6,0,85.8713,1094958691031
1533081747077,55,320,6,0,85.8714,1092169502302
1533081747704,55,320,6,6,85.8715,851827669699
1533081748198,55,320,6,5,85.8716,416966198254
1533081748481,55,320,6,13,85.8713,313312803705
1533081748764,55,320,6,1,85.871,315044930329
1533081749046,55,320,7,6,85.8707,316400449102
1533081749327,55,320,6,7,85.8704,313093845653
1533081749622,55,320,7,5,85.8702,355765738329
1533081750148,55,320,6,1,85.8703,371662092930
1533081750740,54,320,6,6,85.8704,392238086397
1533081751364,55,320,7,6,85.8706,415508274484
1533081751994,55,320,7,0,85.8707,438034678910
1533081752634,54,320,6,2,85.8709,459318749033
1533081753232,55,320,6,6,85.871,480916097600
1533081753856,54,320,6,5,85.8711,504118913978
1533081754466,54,320,7,2,85.8713,525202216410
1533081755105,54,320,6,2,85.8714,547801382281
1533081755710,55,320,6,7,85.8716,569339443745
1533081756334,55,320,7,2,85.8717,590215915032
1533081756936,54,320,7,0,85.8718,611780251461
1533081757492,54,320,7,2,85.8719,630132978551
1533081758090,54,320,6,6,85.8721,650739289287
1533081758714,54,320,6,6,85.8722,674242583485
1533081759322,55,320,6,2,85.8724,695444460124
1533081759924,55,320,7,7,85.8725,717394162726
1533081760522,54,320,6,0,85.8726,737551777884
1533081761150,54,320,6,0,85.8728,760626588016
1533081761784,54,320,6,5,85.8729,781828464655
1533081762410,54,320,6,5,85.873,803993756724
1533081763051,55,320,7,1,85.8732,828375577999
1533081763674,54,320,6,0,85.8733,851955675945
1533081764274,54,320,6,5,85.8735,870186460242
1533081764870,54,320,6,0,85.8736,891536554639
1533081765486,54,320,7,0,85.8737,914180185838
1533081766120,54,320,7,5,85.8739,937106778212
1533081766732,54,320,6,1,85.874,959076692326
1533081767335,54,320,6,0,85.8741,979988870619
1533081767974,54,320,6,5,85.8743,1001062741011
1533081768573,54,320,6,1,85.8744,1022480207117
1533081769152,54,320,6,5,85.8745,1043897673222
1533081769774,54,320,6,6,85.8747,1064836800198
1533081770406,54,320,6,1,85.8748,1089056929373
1533081770974,54,320,6,6,85.8749,1105381094322
1533081771584,54,320,6,1,85.8751,1127694604150
1533081772170,54,320,6,5,85.8752,1149987902465
1533081772774,54,320,6,4,85.8753,1170489113336
1533081773393,55,320,6,0,85.8755,1191509086362
1533081773974,54,320,6,5,85.8756,1213068033055
1533081774593,54,320,6,1,85.8757,1236958040859
1533081775210,54,320,6,0,85.8759,1259992427966
1533081775820,54,320,6,5,85.876,1282353097990
1533081776450,54,320,7,4,85.8762,1306438483748
1533081777124,54,320,6,4,85.8763,1330227433990
1533081777773,55,320,6,0,85.8764,1350870125449
1533081778373,54,320,6,6,85.8766,1374254845440
1533081778994,54,320,6,5,85.8767,1397444187477
1533081779523,54,320,6,5,85.8768,1469329800357
1533081780142,54,319,6,6,85.8769,1488294936276
1533081780778,54,319,7,0,85.8771,1506599829452
1533081781416,54,319,6,0,85.8772,1509463127060
1533081782050,54,319,6,0,85.8774,1452540770619
1533081782678,54,319,7,5,85.8775,1437739206280
1533081783274,54,319,7,0,85.8776,1439052954594
1533081783888,55,319,6,5,85.8778,1440838304867
1533081784508,55,319,6,5,85.8779,1441222323605
1533081785190,54,319,6,5,85.8781,1438143436531
1533081785808,55,319,7,1,85.8782,1433488051479
1533081786432,54,319,7,0,85.8783,1433919230413
1533081787074,54,319,6,0,85.8785,1417392950339
1533081787710,54,319,6,5,85.8786,1418922288120
1533081788306,54,319,6,0,85.8787,1419649902571
1533081788924,54,319,7,5,85.8789,1416833765159
1533081789542,54,319,6,5,85.879,1411302547898
1533081790156,54,319,7,0,85.8792,1412515238649
1533081790774,54,319,6,0,85.8793,1414805876736
1533081791414,55,319,6,5,85.8794,1407010970072
1533081792026,54,319,6,5,85.8796,1403608698797
1533081792624,54,319,6,0,85.8797,1394958171436
1533081793228,54,319,6,5,85.8798,1387250847993
1533081793858,55,319,6,4,85.88,1386819669059
1533081794470,54,319,6,0,85.8801,1382272078741
1533081795092,54,319,6,6,85.8803,1382831263921
1533081795732,54,319,7,5,85.8804,1369188492967
1533081796358,54,319,6,1,85.8805,1369276076188
1533081796974,54,319,7,0,85.8807,1368972903500
1533081797593,54,319,7,5,85.8808,1365031658558
1533081798208,54,319,6,0,85.8809,1365247248025
1533081798822,54,319,6,0,85.8811,1366271297993
1533081799440,54,319,6,5,85.8812,1361346426107
1533081800084,54,319,6,5,85.8814,1356724726910
1533081800694,54,319,6,0,85.8815,1346342746643
1533081801306,54,319,6,0,85.8816,1344860569058
1533081801940,54,319,6,5,85.8818,1340905849774
1533081802564,55,319,6,2,85.8819,1335657593688
1533081803166,54,319,6,0,85.882,1333205263502
1533081803794,54,319,6,5,85.8822,1329863626765
1533081804388,55,319,6,0,85.8823,1327566251508
1533081805000,54,319,7,0,85.8825,1321873342146
1533081805592,54,319,7,5,85.8826,1317049527824
1533081806224,54,319,6,0,85.8827,1312474988822
1533081806858,54,319,6,0,85.8829,1307745494892
1533081807492,54,319,6,6,85.883,1299249922460
1533081808110,54,319,6,6,85.8831,1296804329445
1533081808746,54,319,6,1,85.8833,1292357796689
1533081809356,54,319,7,0,85.8834,1290552234904
1533081809966,54,319,6,5,85.8836,1285863163998
1533081810594,54,319,6,1,85.8837,1281254939142
1533081811208,54,319,6,0,85.8838,1273877737071
1533081811802,54,319,6,6,85.884,1269943229299
1533081812402,54,319,6,0,85.8841,1264412012038
1533081813040,54,319,6,0,85.8842,1256179189270
1533081813672,54,319,6,6,85.8844,1254151300847
1533081814284,54,319,6,2,85.8845,1251793291052
1533081814940,54,319,6,0,85.8847,1246174490570
1533081815544,54,319,6,0,85.8848,1245797209003
1533081816154,54,319,7,5,85.8849,1244200499514
1533081816801,54,319,7,4,85.8851,1246140804716
1533081817442,54,319,6,0,85.8852,1240292940426
1533081818050,54,319,6,0,85.8854,1236176529041
1533081818650,54,319,6,6,85.8855,1227768539831
1533081819266,54,319,7,0,85.8856,1222567443941
1533081819878,54,319,6,0,85.8858,1214752325765
1533081820486,54,319,6,5,85.8859,1214449153077
1533081821118,54,319,6,0,85.886,1208426122345
1533081821740,54,319,7,0,85.8862,1207806302627
1533081822350,54,319,6,5,85.8863,1201096080469
1533081822961,54,319,6,0,85.8864,1195935407604
1533081823592,54,319,6,0,85.8866,1189393614717
1533081824222,54,319,6,5,85.8867,1180857619261
1533081824848,54,319,7,5,85.8869,1176673836168
1533081825476,54,319,6,0,85.887,1172874071814
1533081826103,54,319,6,0,85.8871,1174389935253
1533081826706,54,319,6,5,85.8873,1174827851358
1533081827324,54,319,6,0,85.8874,1175198395754
1533081827942,54,319,6,0,85.8875,1165348651984
1533081828586,54,319,7,0,85.8877,1161879009000
1533081829206,54,319,6,6,85.8878,1157412264732
1533081829816,54,319,6,0,85.888,1155451748017
1533081830449,54,319,7,0,85.8881,1148734788688
1533081831042,54,319,6,6,85.8882,1147151553540
1533081831661,54,319,6,0,85.8884,1141707919500
1533081832266,54,319,6,0,85.8885,1138056372904
1533081832898,54,319,7,5,85.8886,1130665696491
1533081833510,54,319,6,1,85.8888,1129803338623
1533081834132,54,319,6,0,85.8889,1121496406976
1533081834734,54,319,7,5,85.8891,1114011410171
1533081835354,54,319,6,2,85.8892,1113762134849
1533081835986,54,319,7,0,85.8893,1106674631124
1533081836602,54,319,7,5,85.8895,1103090456236
1533081837218,54,319,6,5,85.8896,1093833583500
1533081837834,54,319,7,0,85.8897,1091900015468
1533081838442,54,319,6,6,85.8899,1084711454180
1533081839072,54,319,6,5,85.89,1081699938814
1533081839688,54,319,6,0,85.8901,633717827156
1533081840101,54,319,7,5,85.89,377714767214
1533081840396,54,319,6,9,85.8899,362130343623
1533081840978,54,319,7,0,85.8901,380895385569
1533081841586,54,319,6,8,85.8902,399740599847
1533081842178,54,319,6,0,85.8903,422512911008
1533081842824,54,319,6,0,85.8905,446399550227
1533081843434,54,319,6,6,85.8906,467334634900
1533081844056,54,319,6,1,85.8908,487453848185
1533081844674,54,319,6,0,85.8909,510104890271
1533081845292,54,319,6,7,85.891,532351028390
1533081845903,54,319,6,0,85.8912,553383128324
1533081846529,54,319,6,0,85.8913,576399325070
1533081847142,54,319,6,6,85.8914,597094566461
1533081847772,54,319,6,4,85.8916,620587081186
1533081848378,54,319,6,0,85.8917,640148456724
1533081848960,54,319,6,7,85.8918,660021089556
1533081849578,54,319,6,0,85.892,682192445078
1533081850187,54,319,6,0,85.8921,703320212837
1533081850826,54,319,6,7,85.8923,727466233134
1533081851446,54,319,6,5,85.8924,749665211057
1533081852010,54,319,6,5,85.8925,769290589718
1533081852634,54,319,6,5,85.8927,788633007205
1533081853234,54,319,6,0,85.8928,812240053834
1533081853858,54,319,7,5,85.8929,834674832736
1533081854487,54,319,6,5,85.8931,854125044956
1533081855034,54,319,6,5,85.8932,875832209408
1533081855646,54,319,6,6,85.8933,896858919604
1533081856221,54,319,6,0,85.8935,916814419637
1533081856826,54,319,6,5,85.8936,938993186048
1533081857441,54,319,6,0,85.8937,961111317920
1533081858062,54,319,6,0,85.8939,980736696582
1533081858648,54,319,6,5,85.894,1003892352765
1533081859292,54,319,6,0,85.8941,1026650515868
1533081859924,54,319,6,0,85.8943,1048283571440
1533081860534,54,319,6,5,85.8944,1069330493149
1533081861126,54,319,6,0,85.8945,1090646901692
1533081861760,54,319,6,0,85.8947,1113452224991
1533081862368,54,319,7,5,85.8948,1133367301999
1533081862994,54,319,6,1,85.895,1155788606559
1533081863608,54,319,6,0,85.8951,1179254172601
1533081864218,54,319,7,5,85.8952,1199977710109
1533081864818,54,319,6,1,85.8954,1220162273951
1533081865438,54,319,6,0,85.8955,1243776057751
1533081866042,54,319,6,5,85.8956,1264095365009
1533081866592,54,319,6,6,85.8958,1285654311702
1533081867212,54,319,7,5,85.8959,1307395162008
1533081867846,54,319,6,1,85.896,1329223595535
1533081868452,54,319,6,0,85.8962,1352305142838
1533081869078,54,319,6,5,85.8963,1373143212251
1533081869672,54,319,6,0,85.8964,1394783004994
1533081870226,54,319,6,5,85.8965,1481348913138
1533081870778,54,319,6,5,85.8967,1489211191510
1533081871391,54,319,6,5,85.8968,1499640331973
1533081872000,54,319,7,0,85.8969,1502638372997
1533081872626,54,319,6,0,85.8971,1452601405157
1533081873262,54,319,6,6,85.8972,1432322520924
1533081873794,54,319,6,0,85.8973,1432720014003
1533081874422,54,319,6,5,85.8975,1432955814983
1533081875027,54,319,6,0,85.8976,1436405246454
1533081875638,54,319,6,0,85.8977,1438911474007
1533081876252,54,319,7,6,85.8979,1434316723493
1533081876868,54,319,6,0,85.898,1433434154113
1533081877508,54,319,6,0,85.8981,1432881706104
1533081878130,54,319,6,5,85.8983,1431978925211
1533081878752,54,319,7,5,85.8984,1430153151913
1533081879360,54,319,6,0,85.8986,1431500586081
1533081879987,54,319,6,6,85.8987,1427626712847
1533081880584,54,319,6,1,85.8988,1423981903422
1533081881194,54,319,6,0,85.899,1427040578984
1533081881828,54,319,6,5,85.8991,1419016608512
1533081882450,54,319,6,5,85.8992,1414361223460
1533081883088,54,319,6,1,85.8994,1407630789789
1533081883736,54,319,6,0,85.8995,1408210186482
1533081884354,54,319,7,0,85.8997,1402113046870
1533081885010,54,319,6,5,85.8998,1381719630732
1533081885630,54,319,6,5,85.8999,1381793739612
1533081886243,54,319,6,0,85.9001,1380082498218
1533081886846,54,319,6,6,85.9002,1373480070793
1533081887462,54,319,6,5,85.9003,1369087435404
1533081888092,54,319,6,0,85.9005,1365402202954
1533081888694,54,319,6,0,85.9006,1361447483670
1533081889302,54,319,7,5,85.9008,1363367577360
1533081889913,54,319,7,0,85.9009,1364108666152
1533081890556,54,319,6,0,85.901,1356461977247
1533081891170,54,319,6,5,85.9012,1354892216441
1533081891778,54,319,6,0,85.9013,1351651637266
1533081892372,54,319,6,5,85.9014,1349064563663
1533081892996,54,319,6,5,85.9016,1342273495455
1533081893640,54,319,7,1,85.9017,1342846154976
1533081894284,54,319,6,0,85.9019,1332383328659
1533081894894,54,319,6,0,85.902,1329311178756
1533081895494,54,319,6,5,85.9021,1322910866456
1533081896102,54,319,6,0,85.9023,1320438324757
1533081896736,54,319,6,5,85.9024,1311733900030
1533081897360,54,319,6,5,85.9025,1308486583684
1533081897974,54,319,6,1,85.9027,1306782079461
1533081898596,54,319,6,0,85.9028,1300341344137
1533081899210,54,319,6,5,85.9029,1298091129076
1533081899829,54,319,6,1,85.9031,1294372210771
1533081900476,54,319,6,0,85.9032,1291185528963
1533081901088,54,319,6,5,85.9034,1283545577229
1533081901729,54,319,6,6,85.9035,1275804567932
1533081902356,54,319,6,4,85.9036,1270441779942
1533081902986,54,319,7,0,85.9038,1270165555937
1533081903618,54,319,6,0,85.9039,1264519806772
1533081904236,54,319,6,5,85.9041,1259096384244
1533081904854,54,319,7,1,85.9042,1250594074642
1533081905471,54,319,6,0,85.9043,1250951144697
1533081906100,54,319,6,5,85.9045,1245803946174
1533081906696,54,319,6,3,85.9046,1244301557076
1533081907326,54,319,6,0,85.9047,1235462388932
1533081907956,54,319,6,5,85.9049,1236809823100
1533081908580,54,319,6,5,85.905,1233811782076
1533081909184,54,319,6,0,85.9052,1226400894150
1533081909794,54,319,6,6,85.9053,1221287381481
1533081910431,54,319,6,5,85.9054,1214779274448
1533081911063,54,319,6,5,85.9056,1213283622522
1533081911700,54,319,7,0,85.9057,1207914097361
1533081912326,54,319,6,0,85.9059,1204134544519
1533081912968,54,319,6,5,85.906,1204255813594
1533081913572,54,319,6,4,85.9061,1201520522232
1533081914186,54,319,6,0,85.9063,1194985466516
1533081914820,54,319,7,5,85.9064,1195362748083
1533081915472,54,319,6,5,85.9065,1188356090408
1533081916094,54,319,6,6,85.9067,1176646887485
1533081916700,54,319,6,0,85.9068,1172719116884
1533081917310,54,319,6,6,85.907,1171169567591
1533081917915,54,319,6,4,85.9071,1164998319100
1533081918538,54,319,7,0,85.9072,1167518020995
1533081919194,54,319,6,0,85.9074,1164344813528
1533081919802,54,319,6,5,85.9075,1162943481993
1533081920434,54,319,6,4,85.9076,1157560482491
1533081921072,54,319,6,0,85.9078,1152817514218
1533081921694,54,319,6,0,85.9079,1146814694998
1533081922294,54,319,6,6,85.9081,1147609681158
1533081922926,54,319,7,1,85.9082,1137840783437
1533081923560,54,319,6,0,85.9083,1136089119019
1533081924155,54,319,6,5,85.9085,1129176781735
1533081924784,54,319,6,4,85.9086,1125599344018
1533081925394,54,319,6,0,85.9087,1115790023273
1533081926056,54,319,6,0,85.9089,1116457003186
1533081926655,54,319,6,5,85.909,1108352186664
1533081927272,54,319,6,0,85.9092,1107233816304
1533081927894,54,319,7,0,85.9093,1099425435299
1533081928524,54,319,6,5,85.9094,1094332134142
1533081929152,54,319,6,5,85.9096,1016180952380
1533081929794,54,319,6,3,85.9097,848816154333
1533081930430,54,319,6,0,85.9098,559768618847
1533081930740,54,319,6,6,85.9096,380690575575
1533081931029,54,319,6,7,85.9096,362318984407
1533081931552,54,319,7,9,85.9097,376941340002
1533081932128,54,319,6,0,85.9098,396968927762
1533081932638,54,319,6,4,85.91,415184890284
1533081933258,54,319,6,0,85.9101,438833707372
1533081933870,54,319,7,6,85.9102,460842023360
1533081934476,54,319,6,2,85.9104,477136544758
1533081935130,54,319,6,0,85.9105,500866881613
1533081935762,54,319,6,0,85.9107,524006368586
1533081936409,54,319,6,0,85.9108,546264633612
1533081937024,54,319,6,6,85.9109,567910489809
1533081937622,54,319,6,0,85.9111,589061163949
1533081938260,54,319,6,7,85.9112,612107677964
1533081938894,54,319,6,6,85.9113,634975656952
1533081939530,54,319,6,6,85.9115,656226714938
1533081940146,54,319,6,0,85.9116,678123193890
1533081940770,54,319,7,0,85.9118,700025736296
1533081941384,54,319,7,6,85.9119,720762748146
1533081941994,54,319,6,0,85.912,744187891163
1533081942616,54,319,6,0,85.9122,768468654876
1533081943270,54,319,6,5,85.9123,788572372667
1533081943866,54,319,6,4,85.9124,809551922668
1533081944454,54,319,6,0,85.9126,832559361092
1533081945078,54,319,7,6,85.9127,852373380537
1533081945704,54,319,7,0,85.9128,874235499918
1533081946339,54,319,6,0,85.913,896825233750
1533081946974,54,319,6,0,85.9131,919920255395
1533081947608,54,319,6,5,85.9133,942361771468
1533081948231,54,319,7,4,85.9134,964412531633
1533081948856,54,319,6,0,85.9135,986416131602
1533081949438,54,319,6,5,85.9137,1007948129611
1533081950062,54,319,6,0,85.9138,1029257800983
1533081950694,54,319,6,0,85.9139,1054212281781
1533081951286,54,319,6,5,85.9141,1071196689472
1533081951874,54,319,6,0,85.9142,1094217602238
1533081952492,54,319,6,5,85.9143,1115736125906
1533081953097,54,319,6,5,85.9145,1136136279214
1533081953714,54,319,6,0,85.9146,1158240936746
1533081954342,54,319,6,0,85.9148,1181558285028
1533081954976,54,319,6,5,85.9149,1204161493202
1533081955598,54,319,6,4,85.915,1225949503704
1533081956246,54,319,6,0,85.9152,1247656668155
1533081956862,54,319,7,0,85.9153,1271270451955
1533081957462,54,319,6,5,85.9154,1291569547701
1533081958048,54,319,6,0,85.9156,1312400879943
1533081958654,54,319,7,5,85.9157,1331918463871
1533081959265,54,319,6,2,85.9158,1354130916136
1533081959888,54,319,6,0,85.916,1376902553581
1533081960476,54,319,7,5,85.9161,1399829145955
1533081960988,54,319,6,5,85.9162,1487971552075
1533081961452,54,319,6,2,85.9163,1490140921086
1533081962054,54,319,6,0,85.9164,1500590273062
1533081962660,54,319,6,5,85.9166,1507354392587
1533081963270,54,319,7,1,85.9167,1510318747757
1533081963897,54,319,7,0,85.9168,1449569678278
