GPU TEMP,GPU MEMORY USE,GPU POWER USE,GPU CORE UTILIZATION,CPU USE PERCENTAGE,RAM USE IN BYTES
90,7777,11,97,29.2469,336419952258
90,7777,84,98,29.2469,336254891572
90,7777,86,98,29.2469,336457680414
90,7777,61,99,29.247,336314852393
90,7777,12,97,29.2472,336349211964
90,7777,10,99,29.2472,336264997328
90,7777,13,98,29.2473,336432752882
90,7777,03,98,29.2473,336341127359
90,7777,83,98,29.2473,336374813213
90,7777,06,98,29.2473,336329674168
90,7777,15,99,29.2474,336329674168
90,7777,15,98,29.2475,336349885681
90,7777,11,98,29.2474,336385592686
90,7777,11,97,29.2474,336453638112
90,7777,89,98,29.2474,336248154401
90,7777,79,99,29.2475,336309462656
90,7777,11,97,29.2475,336308115222
90,7777,20,97,29.2474,336295988314
90,7777,16,99,29.2475,336421973409
90,7777,10,98,29.2475,336383571535
90,7777,86,99,29.2476,336457006697
90,7777,92,98,29.2476,336408499067
90,7777,12,98,29.2477,336273081933
90,7777,08,99,29.2478,336316873544
90,7777,08,97,29.2479,336391656140
90,7777,04,97,29.2479,336366728608
90,7777,06,98,29.248,336384245252
90,7777,83,98,29.2482,336426015711
90,7777,97,99,29.2482,336332369037
90,7777,11,98,29.2482,336274429368
90,7777,05,99,29.2484,336317547261
90,7777,12,98,29.2484,336357970286
90,7777,97,98,29.2485,336471154756
90,7777,83,98,29.2485,336354601701
90,7777,06,98,29.2485,336436795185
90,7777,21,98,29.2486,336328326734
90,7777,10,98,29.2486,336380876667
90,7777,12,98,29.2487,336275776802
90,7777,04,98,29.2487,336446227224
90,7777,84,98,29.2486,336437468902
90,7777,96,99,29.2487,336362012588
90,7777,67,98,29.2487,336323610715
90,7777,09,97,29.2488,336300704334
90,7777,12,98,29.249,336283187690
90,7777,14,98,29.249,336298009465
90,7777,98,98,29.249,336245459533
90,7777,76,98,29.2491,336318220978
90,7777,64,99,29.2493,336386266404
90,7777,11,98,29.2494,336425341994
90,7777,09,97,29.2495,336360665154
90,7777,12,99,29.2494,336415909955
90,7777,05,98,29.2495,336401088179
90,7777,88,99,29.2496,336375486930
90,7777,83,98,29.2496,336280492821
90,7777,27,97,29.2496,336349211964
90,7777,10,99,29.2497,336367402325
90,7777,03,98,29.2499,336285208841
90,7777,06,98,29.2498,336255565289
90,7777,08,98,29.2498,336310136373
90,7777,87,98,29.2498,336386940121
90,7777,79,99,29.2499,336417931106
90,7777,07,98,29.2499,336298683183
90,7777,09,97,29.2499,336331021603
90,7777,05,98,29.25,336315526110
90,7777,12,98,29.25,336375486930
90,7777,10,98,29.25,336287229992
90,7777,83,98,29.25,336337758773
90,7777,79,99,29.25,336397719594
90,7777,08,97,29.25,336212447396
90,7777,23,98,29.2502,336308788939
90,7777,09,98,29.2502,336338432491
90,7777,51,57,29.25,336421973409
89,7777,50,0,29.2498,338347456835
89,7777,50,1,29.2497,339565537324
89,7777,50,0,29.2496,339752830673
89,7777,25,1,29.2494,336389634989
89,7777,31,98,29.2495,336285882558
90,7777,27,99,29.2496,336259607592
90,7777,10,98,29.2496,336459701566
90,7777,87,98,29.2497,336372118345
90,7777,98,98,29.2497,336256239006
90,7777,19,98,29.2498,336339779925
90,7777,18,97,29.2499,336296662031
90,7777,33,98,29.2499,336347864530
90,7777,09,98,29.2499,336258260158
90,7777,87,99,29.25,336378855516
90,7777,15,98,29.25,336385592686
90,7777,19,98,29.2501,336299356900
90,7777,28,99,29.2503,336242090947
90,7777,98,98,29.2503,336302051768
90,7777,91,99,29.2504,336300704334
90,7777,16,98,29.2504,336168655785
90,7777,33,98,29.2505,336242090947
90,7777,18,97,29.2506,336245459533
90,7777,95,98,29.2506,336337758773
90,7777,94,97,29.2507,336339106208
90,7777,08,99,29.2507,336326305583
90,7777,10,98,29.2509,336324958149
90,7777,30,97,29.2509,336243438382
90,7777,25,98,29.251,336264997328
90,7777,85,97,29.251,336321589563
90,7777,03,99,29.251,336389634989
90,7777,21,98,29.2512,336343822227
90,7777,30,98,29.2514,336338432491
90,7777,12,98,29.2515,336314178675
90,7777,87,98,29.2515,336357970286
90,7777,02,99,29.2517,336312157524
90,7777,18,98,29.2518,336361338871
90,7777,29,98,29.252,336375486930
90,7777,26,99,29.2521,336293967163
90,7777,01,98,29.2521,336291272295
90,7777,81,98,29.2523,336338432491
90,7777,93,99,29.2524,336238722362
90,7777,22,98,29.2525,336333716471
90,7777,18,97,29.2525,336306094070
90,7777,16,98,29.2526,336267692197
90,7777,87,98,29.2527,336355275418
90,7777,08,99,29.2528,336183477561
90,7777,22,98,29.2529,336258933875
90,7777,26,97,29.253,336198299337
90,7777,21,98,29.2531,336337085056
90,7777,90,98,29.2531,336423994560
90,7777,24,99,29.2532,336415236238
90,7777,07,98,29.2532,336291946012
90,7777,30,98,29.2533,336337758773
90,7777,13,99,29.2534,336217837132
90,7777,96,98,29.2534,336291272295
90,7777,96,97,29.2535,336321589563
90,7777,09,99,29.2536,336323610715
90,7777,03,98,29.2537,336345843378
90,7777,21,97,29.2537,336339779925
91,7777,21,98,29.2537,336417931106
90,7777,86,98,29.2537,336320242129
90,7777,75,99,29.2539,336441511204
90,7777,05,98,29.2539,336356622852
90,7777,08,98,29.254,336380876667
90,7777,06,98,29.2541,336389634989
90,7777,07,98,29.2541,336331695320
90,7777,03,98,29.2541,336463070151
90,7777,83,98,29.2541,336390308706
90,7777,92,99,29.2541,336347864530
90,7777,71,98,29.2542,336264997328
90,7777,18,97,29.2543,336316873544
90,7777,02,99,29.2544,336354601701
90,7777,07,98,29.2544,336288577426
90,7777,11,98,29.2544,336442184921
90,7777,81,98,29.2544,336279145387
90,7777,91,99,29.2544,336311483807
90,7777,07,98,29.2545,336359317720
90,7777,16,97,29.2546,336403109331
90,7777,04,99,29.2546,336299356900
90,7777,04,98,29.2547,336404456765
90,7777,89,99,29.2547,336364033740
90,7777,80,98,29.2547,336295988314
90,7777,03,99,29.2547,336314852393
90,7777,05,98,29.2547,336320242129
90,7777,09,98,29.2549,336326305583
90,7777,05,98,29.2548,336355275418
90,7777,05,98,29.2548,336298009465
90,7777,82,99,29.2547,336424668277
90,7777,79,98,29.2548,336417931106
90,7777,22,97,29.2548,336514272649
90,7777,01,99,29.2549,336401088179
90,7777,93,98,29.2549,336458354132
90,7777,02,98,29.2549,336353254266
90,7777,81,98,29.2549,336390982423
90,7777,80,99,29.2549,336344495944
90,7777,07,98,29.2549,336357970286
90,7777,24,97,29.2551,336258260158
90,7777,00,98,29.2551,336286556275
90,7777,10,98,29.2551,336349885681
90,7777,82,99,29.2552,336369423476
90,7777,98,98,29.2552,336265671045
90,7777,73,99,29.2554,336335737622
90,7777,00,98,29.2555,336432079165
90,7777,12,97,29.2556,336424668277
90,7777,06,98,29.2557,336405130482
90,7777,91,98,29.2557,336291272295
90,7777,76,99,29.2558,336417257389
90,7777,79,98,29.2559,336421299692
90,7777,14,99,29.256,336368749759
90,7777,05,98,29.2561,336314178675
90,7777,09,97,29.2562,336297335748
90,7777,93,98,29.2562,336431405448
90,7777,78,98,29.2563,336375486930
90,7777,02,99,29.2564,336359317720
90,7777,08,98,29.2564,336509556630
90,7777,11,98,29.2565,336303399202
90,7777,13,98,29.2566,336312831241
90,7777,93,97,29.2565,336356622852
90,7777,84,99,29.2566,336411867653
90,7777,07,98,29.2565,336421973409
90,7777,26,98,29.2567,336378181798
90,7777,13,99,29.2569,336423994560
90,7777,05,98,29.2568,336265671045
90,7777,01,99,29.2569,336264323611
90,7777,79,98,29.257,336355949135
90,7777,95,98,29.2571,336349885681
90,7777,10,99,29.2572,336347864530
90,7777,21,97,29.2573,336373465779
90,7777,04,99,29.2573,336403783048
90,7777,10,98,29.2575,336316199827
90,7777,83,99,29.2576,336298683183
90,7777,06,97,29.2576,336408499067
90,7777,21,98,29.2577,336304072919
90,7777,15,99,29.2579,336303399202
90,7777,14,98,29.2578,336400414462
90,7777,09,98,29.2579,336372118345
90,7777,85,98,29.2579,336355275418
90,7777,95,98,29.2578,336327653017
90,7777,16,99,29.2578,336236027494
90,7777,12,98,29.2579,336298683183
90,7777,09,97,29.258,336242764665
90,7777,04,98,29.2579,336277124236
90,7777,00,98,29.2579,336364707457
90,7777,82,99,29.258,336302051768
90,7777,88,97,29.258,336381550384
90,7777,27,97,29.258,336311483807
90,7777,01,99,29.2581,336314852393
90,7777,14,98,29.2582,336231311474
90,7777,08,98,29.2581,336185498712
90,7777,98,98,29.2581,336283861407
90,7777,82,98,29.2582,336254217855
90,7777,04,98,29.2582,336298009465
90,7777,14,98,29.2583,336310136373
90,7777,07,99,29.2584,336402435614
90,7777,21,98,29.2584,336316199827
90,7777,07,98,29.2584,336386940121
90,7777,85,98,29.2585,336344495944
90,7777,68,98,29.2585,336288577426
90,7777,73,99,29.2587,336419278541
90,7777,06,98,29.2587,336243438382
90,7777,26,97,29.2588,336292619729
90,7777,11,98,29.2588,336390308706
90,7777,18,98,29.2588,336260281309
90,7777,82,99,29.2588,336394351009
90,7777,02,98,29.2588,336386266404
90,7777,86,97,29.2589,336338432491
90,7777,04,98,29.259,336297335748
90,7777,12,98,29.2591,336374813213
90,7777,12,98,29.2591,336326305583
90,7777,84,98,29.2591,336407825350
90,7777,18,99,29.2591,336337758773
90,7777,07,98,29.2591,336393003574
90,7777,14,98,29.2594,336423994560
90,7777,12,99,29.2593,336520336103
90,7777,16,98,29.2594,336423320843
90,7777,84,99,29.2596,336442184921
90,7777,00,98,29.2596,336316199827
90,7777,27,98,29.2597,336388287555
90,7777,04,99,29.2599,336378181798
90,7777,10,98,29.2599,336281840255
90,7777,13,97,29.26,336428710580
90,7777,90,98,29.2601,336231985191
90,7777,90,98,29.2604,336357296569
90,7777,06,99,29.2605,336286556275
90,7777,18,98,29.2606,336345843378
90,7777,02,97,29.2608,336246133250
90,7777,09,98,29.2608,336433426599
90,7777,10,98,29.2609,336413215087
90,7777,87,98,29.2609,336353927983
90,7777,87,98,29.261,336377508081
90,7777,81,99,29.261,336364707457
90,7777,07,98,29.2611,336289251143
90,7777,17,97,29.2611,336249501835
90,7777,02,98,29.2612,336336411339
90,7777,16,98,29.2612,336426015711
90,7777,83,99,29.2612,336306767788
90,7777,03,98,29.2613,336252196704
90,7777,33,98,29.2614,336283861407
90,7777,09,99,29.2616,336375486930
90,7777,13,98,29.2617,336374813213
90,7777,90,99,29.2617,336324284432
90,7777,97,98,29.2617,336504840610
90,7777,68,97,29.2618,336388287555
90,7777,07,98,29.2618,336283187690
90,7777,07,98,29.2619,336273081933
90,7777,11,98,29.2619,336293293446
90,7777,13,98,29.2619,336306767788
90,7777,83,99,29.2619,336331021603
90,7777,02,98,29.262,336205710225
90,7777,24,98,29.262,336327653017
90,7777,14,99,29.2622,336307441505
90,7777,11,98,29.2622,336316873544
90,7777,11,98,29.2623,336380876667
90,7777,89,98,29.2623,336432752882
90,7777,77,98,29.2623,336397719594
90,7777,79,99,29.2624,336341127359
90,7777,11,98,29.2624,336393003574
90,7777,08,97,29.2626,336252870421
90,7777,08,98,29.2626,336291946012
90,7777,08,98,29.2626,336408499067
90,7777,88,99,29.2626,336359991437
90,7777,82,98,29.2627,336335063905
90,7777,17,99,29.2627,336442184921
90,7777,09,98,29.2628,336429384297
90,7777,02,98,29.2629,336417257389
90,7777,12,99,29.2629,336380876667
90,7777,06,97,29.2629,336454985546
90,7777,86,99,29.2629,336384918969
90,7777,00,98,29.263,336321589563
90,7777,12,98,29.263,336386940121
90,7777,14,99,29.2631,336246133250
90,7777,04,98,29.2631,336232658908
90,7777,08,98,29.2631,336275103085
90,7777,90,98,29.2631,336126885326
90,7777,81,98,29.2631,336231311474
90,7777,93,99,29.2632,336318220978
90,7777,12,98,29.2634,336227942889
90,7777,22,97,29.2635,336238048645
90,7777,02,98,29.2635,336229290323
90,7777,12,98,29.2635,336256912723
90,7777,83,98,29.2635,336362686306
90,7777,03,97,29.2635,336303399202
90,7777,24,99,29.2635,336295988314
90,7777,04,98,29.2636,336281166538
90,7777,23,98,29.2637,336308788939
90,7777,10,98,29.2638,336170003219
90,7777,92,98,29.2639,336448248375
90,7777,92,99,29.2639,336308115222
90,7777,09,98,29.2638,336312157524
90,7777,23,98,29.264,336293293446
90,7777,02,99,29.264,336430731731
90,7777,12,98,29.264,336320242129
90,7777,92,98,29.264,336386940121
90,7777,80,98,29.264,336404456765
90,7777,73,98,29.264,336373465779
90,7777,16,99,29.2639,336477891927
90,7777,22,98,29.2641,336316199827
90,7777,04,97,29.2641,336284535124
90,7777,08,98,29.2641,336357970286
90,7777,02,98,29.2641,336421299692
90,7777,82,99,29.2642,336393003574
90,7777,04,98,29.2642,336258260158
90,7777,25,98,29.2643,336403109331
90,7777,13,98,29.2643,336378855516
90,7777,09,98,29.2643,336307441505
90,7777,90,98,29.2643,336413888804
90,7777,80,98,29.2645,336283187690
90,7777,04,99,29.2646,336261628743
90,7777,10,98,29.2647,336307441505
90,7777,17,98,29.2648,336329674168
90,7777,11,98,29.2648,336300030617
90,7777,86,98,29.2648,336413215087
90,7777,88,99,29.2649,336295314597
90,7777,62,98,29.2649,336277797953
90,7777,24,97,29.265,336251522987
90,7777,05,99,29.2651,336231985191
90,7777,14,98,29.2651,336324958149
90,7777,05,99,29.2651,336465091302
90,7777,84,98,29.2651,336472502190
90,7777,10,98,29.2652,336390308706
90,7777,16,98,29.2652,336443532356
90,7777,17,98,29.2653,336315526110
90,7777,13,99,29.2653,336288577426
90,7777,08,98,29.2653,336285208841
90,7777,95,98,29.2653,336279145387
90,7777,83,98,29.2653,336411867653
90,7777,02,98,29.2653,336350559398
90,7777,11,99,29.2653,336312157524
90,7777,15,98,29.2653,336348538247
90,7777,14,98,29.2654,336300030617
90,7777,13,98,29.2654,336430731731
90,7777,90,98,29.2654,336362686306
90,7777,86,99,29.2655,336321589563
90,7777,66,98,29.2655,336352580549
90,7777,18,98,29.2656,336335737622
90,7777,11,99,29.2656,336283861407
90,7777,13,98,29.2657,336300704334
90,7777,86,99,29.2657,336332369037
90,7777,85,98,29.2657,336394351009
90,7777,14,99,29.2656,336437468902
90,7777,10,98,29.2657,336334390188
90,7777,24,98,29.2658,336280492821
90,7777,11,99,29.2658,336350559398
90,7777,12,98,29.2658,336393003574
90,7777,06,98,29.2659,336477218210
90,7777,79,98,29.2658,336322263281
90,7777,92,98,29.2659,336388287555
90,7777,10,99,29.2659,336342474793
90,7777,04,98,29.266,336376834364
90,7777,06,97,29.2661,336198299337
90,7777,13,98,29.2661,336340453642
90,7777,92,98,29.2661,336352580549
90,7777,80,99,29.2662,336393003574
90,7777,08,98,29.2663,336316199827
90,7777,21,98,29.2665,336282513973
90,7777,12,98,29.2665,336287903709
90,7777,09,98,29.2665,336343822227
90,7777,90,99,29.2664,336427363146
90,7777,83,98,29.2665,336377508081
90,7777,20,98,29.2665,336254217855
90,7777,10,99,29.2665,336380876667
90,7777,18,98,29.2666,336374139496
90,7777,09,99,29.2666,336266344763
90,7777,10,98,29.2666,336371444628
90,7777,83,98,29.2666,336397045877
90,7777,78,98,29.2666,336401088179
90,7777,20,98,29.2666,336300704334
90,7777,10,99,29.2667,336384918969
90,7777,03,98,29.2667,336355275418
90,7777,05,98,29.2667,336376160647
90,7777,85,98,29.2667,336490018834
90,7777,03,98,29.2667,336364707457
90,7777,09,99,29.2668,336457680414
90,7777,14,98,29.2669,336448922092
90,7777,13,98,29.2669,336298683183
90,7777,01,98,29.267,336258260158
90,7777,95,98,29.2669,336386940121
90,7777,82,99,29.2669,336369423476
90,7777,07,98,29.2669,336379529233
90,7777,29,97,29.267,336388287555
90,7777,11,99,29.2672,336324958149
90,7777,04,97,29.2672,336443532356
90,7777,89,97,29.2673,336288577426
90,7777,77,98,29.2672,336333042754
90,7777,67,99,29.2674,336329000451
90,7777,10,98,29.2676,336372118345
90,7777,04,97,29.2676,336221205718
90,7777,00,98,29.2677,336288577426
90,7777,82,98,29.2677,336423994560
90,7777,02,99,29.2678,336318220978
90,7777,12,97,29.2679,336314178675
90,7777,13,97,29.2681,336331021603
90,7777,09,98,29.2681,336318220978
90,7777,94,98,29.2681,336240743513
90,7777,78,99,29.2683,336424668277
90,7777,04,98,29.2684,336370770911
90,7777,29,99,29.2685,336349885681
90,7777,04,98,29.2687,336174719239
90,7777,00,98,29.2687,336169329502
90,7777,82,98,29.2687,336189541015
90,7777,03,98,29.2688,336173371805
90,7777,10,99,29.2688,336271060782
90,7777,13,98,29.2689,336287229992
90,7777,00,97,29.2689,336293967163
90,7777,91,98,29.2689,336161244897
90,7777,79,98,29.2689,336084441150
90,7777,92,99,29.269,336171350654
90,7777,09,98,29.2691,336209752527
90,7777,23,98,29.2692,336247480684
90,7777,14,98,29.2693,336253544138
90,7777,10,98,29.2693,336260955026
90,7777,87,99,29.2694,336166634634
90,7777,92,98,29.2695,336138338517
90,7777,27,98,29.2695,336227942889
90,7777,11,99,29.2696,336117453287
90,7777,08,98,29.2697,336165960917
90,7777,10,98,29.2698,336239396079
90,7777,83,98,29.2698,336281840255
90,7777,11,99,29.2698,336294640880
90,7777,12,98,29.2698,336211099962
90,7777,16,98,29.27,336234006342
90,7777,13,99,29.27,336371444628
90,7777,09,98,29.27,336098589209
90,7777,93,98,29.27,336205710225
90,7777,81,98,29.2702,336217163415
90,7777,08,98,29.2702,336219858284
90,7777,09,99,29.2703,336279145387
90,7777,09,98,29.2704,336278471670
90,7777,03,97,29.2703,336202341640
90,7777,04,98,29.2703,336339779925
90,7777,89,98,29.2703,336344495944
90,7777,76,99,29.2703,336254217855
90,7777,05,98,29.2704,336258260158
90,7777,23,98,29.2704,336261628743
90,7777,05,99,29.2704,336196951903
90,7777,09,98,29.2705,336194257035
90,7777,08,98,29.2706,336204362791
90,7777,87,98,29.2706,336327653017
90,7777,70,97,29.2706,336215142264
90,7777,77,99,29.2708,336158550029
90,7777,14,97,29.2709,336161918614
90,7777,03,99,29.2709,336200994205
90,7777,17,98,29.271,336122843024
90,7777,11,98,29.2711,336279819104
90,7777,85,98,29.2711,336238722362
90,7777,08,98,29.2711,336187519864
90,7777,14,99,29.2712,336308115222
90,7777,04,98,29.2713,336217837132
90,7777,13,97,29.2713,336334390188
90,7777,92,98,29.2713,336258260158
90,7777,80,98,29.2714,336196951903
90,7777,70,99,29.2716,336157876312
90,7777,14,98,29.2716,336128232760
90,7777,11,97,29.2717,336266344763
90,7777,17,98,29.2717,336264323611
90,7777,09,98,29.2718,336223226869
90,7777,84,98,29.272,336255565289
90,7777,00,98,29.272,336253544138
90,7777,16,99,29.2721,336216489698
90,7777,16,98,29.2723,336138338517
90,7777,10,98,29.2724,336106673814
90,7777,97,98,29.2723,336253544138
90,7777,84,98,29.2724,336236701211
90,7777,18,99,29.2724,336198973054
90,7777,13,98,29.2725,336222553152
90,7777,04,97,29.2727,336103305228
90,7777,05,97,29.2727,336265671045
90,7777,83,98,29.2727,336277124236
90,7777,04,99,29.2728,336260955026
90,7777,11,97,29.2728,336331695320
90,7777,16,98,29.2729,336241417230
90,7777,14,99,29.273,336302725485
90,7777,11,98,29.273,336347190813
90,7777,85,99,29.273,336290598578
90,7777,98,98,29.2731,336291272295
90,7777,23,98,29.2731,336133622497
90,7777,11,99,29.2732,336207731376
90,7777,13,98,29.2732,336191562166
90,7777,01,99,29.2733,336262976177
90,7777,84,98,29.2733,336269713348
90,7777,21,97,29.2733,336148444273
90,7777,10,99,29.2734,336281166538
90,7777,04,98,29.2735,336287903709
90,7777,10,97,29.2736,336355275418
90,7777,11,98,29.2736,336387613838
90,7777,92,98,29.2736,336308115222
90,7777,84,99,29.2736,336298009465
90,7777,06,98,29.2736,336314178675
90,7777,17,99,29.2737,336363360023
90,7777,86,98,29.2738,336192909600
90,7777,03,98,29.2739,336261628743
90,7777,84,98,29.2739,336213794830
90,7777,06,98,29.274,336326979300
90,7777,06,99,29.2741,336223900586
90,7777,03,98,29.2742,336205036508
90,7777,12,98,29.2741,336219184567
90,7777,00,98,29.2742,336178087824
90,7777,82,98,29.2741,336272408216
90,7777,10,99,29.2742,336183477561
90,7777,12,98,29.2742,336130253912
90,7777,07,97,29.2744,336148444273
90,7777,12,98,29.2744,336153834009
90,7777,98,98,29.2744,336172698088
90,7777,82,99,29.2744,336050081579
90,7777,02,98,29.2745,336201667922
90,7777,36,97,29.2746,336214468547
90,7777,12,99,29.2747,336170003219
90,7777,05,98,29.2747,336237374928
90,7777,89,99,29.2747,336213794830
90,7777,88,98,29.2747,336143728253
90,7777,14,97,29.2748,336275103085
90,7777,03,99,29.2749,336256239006
90,7777,16,98,29.275,336166634634
90,7777,04,98,29.275,336205710225
90,7777,89,97,29.275,336202341640
90,7777,82,99,29.275,336167982068
90,7777,08,97,29.275,336244785816
90,7777,23,98,29.275,336204362791
90,7777,14,99,29.2751,336214468547
90,7777,17,98,29.2752,336245459533
90,7777,08,98,29.2752,336293967163
90,7777,82,98,29.2752,336271060782
90,7777,03,98,29.2753,336334390188
90,7777,11,99,29.2753,336285208841
90,7777,23,98,29.2755,336328326734
90,7777,17,97,29.2755,336268365914
90,7777,12,98,29.2756,336159897463
90,7777,92,98,29.2756,336345843378
90,7777,79,99,29.2756,336158550029
90,7777,05,98,29.2756,336203015357
90,7777,17,97,29.2757,336195604469
90,7777,05,98,29.2757,336257586440
90,7777,07,98,29.2756,336233332625
90,7777,10,97,29.2757,336250849270
90,7777,85,98,29.2757,336318894695
90,7777,22,98,29.2758,336331695320
90,7777,07,99,29.2758,336179435259
90,7777,14,98,29.2759,336300030617
90,7777,08,98,29.2759,336207731376
90,7777,09,98,29.2759,336256239006
90,7777,97,98,29.2759,336258933875
90,7777,82,98,29.276,336219184567
90,7777,82,98,29.276,336244785816
90,7777,26,99,29.276,336216489698
90,7777,11,98,29.276,336153160292
90,7777,16,97,29.276,336215815981
90,7777,06,98,29.276,336190888449
90,7777,91,98,29.276,336223900586
90,7777,93,99,29.2761,336229290323
90,7777,16,98,29.2761,336104652662
90,7777,24,98,29.2762,336074335394
90,7777,11,98,29.2762,336146423122
90,7777,04,98,29.2762,336144401970
90,7777,83,99,29.2762,336242090947
90,7777,03,98,29.2763,336275103085
90,7777,22,98,29.2764,336210426245
90,7777,13,99,29.2766,336298683183
90,7777,06,98,29.2767,336106000096
90,7777,11,97,29.2767,336148444273
90,7777,96,98,29.2767,336210426245
90,7777,80,98,29.2767,336260955026
90,7777,05,99,29.2767,336227269172
90,7777,20,98,29.2767,336147096839
90,7777,08,97,29.2768,336306767788
90,7777,18,98,29.2768,336366728608
90,7777,08,98,29.2767,336305420353
90,7777,83,97,29.2767,336245459533
90,7777,08,98,29.2767,336150465424
90,7777,25,99,29.2768,336069619374
90,7777,09,98,29.2769,336276450519
90,7777,12,98,29.2768,336279145387
90,7777,11,98,29.2768,336282513973
90,7777,85,98,29.2769,336290598578
90,7777,01,99,29.2769,336102631511
90,7777,10,98,29.2769,336347864530
90,7777,19,97,29.277,336262976177
90,7777,00,99,29.2769,336190214732
90,7777,04,98,29.2769,336098589209
90,7777,85,98,29.277,336207057659
90,7777,98,98,29.2771,336227942889
90,7777,20,98,29.2772,336161918614
90,7777,12,99,29.2773,336184151278
90,7777,06,98,29.2773,336252196704
90,7777,10,98,29.2772,336244112099
90,7777,91,98,29.2772,336252870421
90,7777,77,98,29.2772,336177414107
90,7777,07,99,29.2772,336304072919
90,7777,12,98,29.2773,336203015357
90,7777,11,97,29.2774,336145749404
90,7777,18,98,29.2774,336280492821
90,7777,95,98,29.2774,336310810090
90,7777,80,99,29.2774,336338432491
90,7777,08,98,29.2775,336266344763
90,7777,18,97,29.2776,336234680060
90,7777,06,99,29.2776,336209752527
90,7777,11,98,29.2777,336163939766
90,7777,12,99,29.2777,336100610360
90,7777,84,98,29.2777,336254891572
90,7777,15,98,29.2777,336269039631
90,7777,11,99,29.2778,336294640880
90,7777,23,98,29.2779,336189541015
90,7777,06,98,29.2778,336070293091
90,7777,00,97,29.2778,336127559043
90,7777,87,98,29.2778,336139012234
90,7777,81,97,29.2778,336223900586
90,7777,11,98,29.2778,336137664799
90,7777,05,99,29.2779,336286556275
90,7777,12,98,29.2779,336304746636
90,7777,00,98,29.2779,336201667922
90,7777,84,98,29.2779,336070966808
90,7777,03,98,29.2779,336142380819
90,7777,72,99,29.278,336242764665
90,7777,15,98,29.2781,336242090947
90,7777,05,97,29.2782,336285208841
90,7777,13,98,29.2782,336264997328
90,7777,86,98,29.2782,336222553152
90,7777,89,99,29.2782,336290598578
90,7777,12,98,29.2782,336315526110
90,7777,20,97,29.2782,336232658908
90,7777,13,98,29.2783,336087809735
90,7777,04,98,29.2782,336214468547
90,7777,11,98,29.2783,336201667922
90,7777,04,98,29.2782,336207731376
90,7777,82,98,29.2783,336151139141
90,7777,05,99,29.2784,336179435259
90,7777,15,98,29.2785,336103305228
90,7777,07,99,29.2786,336225248020
90,7777,05,98,29.2785,336219858284
90,7777,08,98,29.2785,336310136373
90,7777,85,98,29.2785,336238048645
90,7777,77,98,29.2785,336190888449
90,7777,09,99,29.2784,336322263281
90,7777,13,98,29.2785,336326979300
90,7777,05,97,29.2785,336170003219
90,7777,12,98,29.2785,336161244897
90,7777,90,98,29.2785,336187519864
90,7777,81,99,29.2785,336302725485
90,7777,09,98,29.2785,336285882558
90,7777,20,97,29.2787,336202341640
90,7777,07,98,29.2786,336238048645
90,7777,04,98,29.2787,336229290323
90,7777,86,99,29.2787,336289924860
90,7777,90,98,29.2787,336364033740
90,7777,27,98,29.2787,336085114867
90,7777,08,99,29.2789,336093873189
90,7777,08,98,29.2789,336182803844
90,7777,00,99,29.279,336240743513
90,7777,87,98,29.279,336271734499
90,7777,86,97,29.2793,336289251143
90,7777,16,99,29.2793,336120821872
90,7777,04,98,29.2794,336268365914
90,7777,08,98,29.2794,336226595455
90,7777,96,98,29.2795,336300030617
90,7777,83,99,29.2795,336122169307
90,7777,75,98,29.2796,336088483452
90,7777,25,98,29.2797,336087809735
90,7777,12,99,29.2797,336216489698
90,7777,09,98,29.2799,336198299337
90,7777,04,97,29.2798,336085114867
90,7777,89,98,29.2798,336127559043
90,7777,02,98,29.2798,336238048645
90,7777,10,99,29.2798,336143728253
90,7777,15,98,29.2799,336122169307
90,7777,07,97,29.2799,336169329502
90,7777,04,98,29.2799,336157202595
90,7777,00,98,29.2799,336249501835
90,7777,82,99,29.2799,336261628743
90,7777,04,98,29.2799,336312157524
90,7777,21,99,29.28,336313504958
90,7777,07,98,29.28,336353254266
90,7777,12,98,29.2801,336234680060
90,7777,93,98,29.2802,336229964040
90,7777,83,98,29.2802,336281840255
90,7777,06,99,29.2802,336193583317
90,7777,11,98,29.2802,336176740390
90,7777,03,98,29.2803,336221879435
90,7777,05,99,29.2803,336215815981
90,7777,11,98,29.2803,336213794830
90,7777,84,98,29.2805,336240743513
90,7777,97,98,29.2805,336240743513
90,7777,21,98,29.2805,336141033385
90,7777,12,99,29.2807,336203015357
90,7777,04,98,29.2806,336270387065
90,7777,06,98,29.2806,336332369037
90,7777,90,98,29.2806,336174045522
90,7777,77,98,29.2806,336107347531
90,7777,08,99,29.2807,336072987959
90,7777,11,98,29.2808,336058839901
90,7777,13,97,29.2809,336143728253
90,7777,03,98,29.2809,336218510850
90,7777,06,98,29.2808,336172698088
90,7777,83,99,29.2809,336225248020
90,7777,96,98,29.2809,336198299337
90,7777,19,97,29.2811,336229964040
90,7777,08,98,29.2812,336287903709
90,7777,13,98,29.2812,336322263281
90,7777,03,98,29.2812,336159223746
90,7777,88,98,29.2812,336174719239
90,7777,90,99,29.2812,336240069796
90,7777,67,98,29.2812,336155181444
90,7777,23,98,29.2813,336239396079
90,7777,11,99,29.2814,336151812858
90,7777,18,98,29.2814,336225248020
90,7777,01,99,29.2814,336324284432
90,7777,82,98,29.2813,336337085056
