GPU TEMP,GPU MEMORY USE,GPU POWER USE,GPU CORE UTILIZATION,CPU USE PERCENTAGE,RAM USE IN BYTES
90,7777,24,98,29.7367,336828898528
90,7777,11,99,29.7368,336945451583
90,7777,04,98,29.737,336866626685
90,7777,06,97,29.7371,336927934939
90,7777,95,98,29.7372,336909744578
90,7777,81,98,29.7373,336890880500
90,7777,94,99,29.7374,336839678001
90,7777,12,98,29.7376,336834288264
90,7777,17,99,29.7377,336935345827
90,7777,67,98,29.7379,336814076752
90,7777,13,98,29.738,336889533065
90,7777,98,98,29.7382,337049204014
90,7777,81,98,29.7384,336987895760
90,7777,07,99,29.7384,336993285496
90,7777,10,98,29.7386,336942756715
90,7777,18,98,29.7387,336905028558
90,7777,09,98,29.7387,336857868362
90,7777,07,98,29.7388,336967010530
90,7777,88,98,29.739,336842372869
90,7777,88,98,29.7391,336920524051
90,7777,69,99,29.7392,336970379115
90,7777,06,98,29.7393,336953536188
90,7777,01,98,29.7394,336831593396
90,7777,08,98,29.7395,336884143329
90,7777,91,98,29.7397,336907049710
90,7777,81,99,29.7398,336991264345
90,7777,06,98,29.7399,337043140561
90,7777,22,97,29.74,336996654082
90,7777,05,99,29.7402,336898965105
90,7777,08,98,29.7403,336910418295
90,7777,93,98,29.7404,336826877377
90,7777,79,98,29.7407,336956904774
90,7777,83,99,29.7409,336843046587
90,7777,10,98,29.7411,337001370101
90,7777,19,97,29.7412,336979811155
90,7777,02,98,29.7413,336891554217
90,7777,03,98,29.7414,336901659973
90,7777,89,99,29.7415,337079521283
90,7777,82,98,29.7415,336959599642
90,7777,12,97,29.7417,337050551448
90,7777,07,99,29.7418,337007433555
90,7777,08,98,29.7419,337040445692
90,7777,10,99,29.742,337111859703
90,7777,02,98,29.7422,336954209905
90,7777,08,98,29.7423,336983853457
90,7777,83,98,29.7424,336997327799
90,7777,00,98,29.7425,336814076752
90,7777,63,99,29.7427,336947472735
90,7777,11,98,29.7428,336926587505
90,7777,05,98,29.7429,336822835074
90,7777,79,38,29.7428,336941409281
90,7777,08,71,29.7429,336964315662
90,7777,18,97,29.743,336809360732
90,7777,04,99,29.7432,336965663096
90,7777,08,98,29.7432,336929956090
90,7777,92,98,29.7434,336973747701
90,7777,81,98,29.7436,336981832306
90,7777,17,99,29.7437,336956904774
90,7777,10,98,29.7439,336956904774
90,7777,08,98,29.744,336998675233
90,7777,08,99,29.7441,336952862471
90,7777,08,98,29.7442,336950841320
90,7777,83,99,29.7443,337078847566
90,7777,93,98,29.7444,336955557340
90,7777,24,98,29.7445,336842372869
90,7777,07,99,29.7447,336948820169
90,7777,04,98,29.7448,336842372869
90,7777,11,97,29.7449,336845067738
90,7777,99,98,29.7451,336931977242
90,7777,78,97,29.7452,336907049710
90,7777,90,15,29.7453,336914460597
90,7777,10,98,29.7455,336833614547
90,7777,83,97,29.7458,336852478626
90,7777,95,99,29.7459,336911092012
90,7777,05,98,29.746,336888859348
90,7777,02,97,29.7462,337007433555
90,7777,04,98,29.7463,336814750469
90,7777,92,98,29.7464,336816097903
90,7777,83,98,29.7465,337039771975
90,7778,02,98,29.7467,336843720304
90,7778,05,99,29.7469,336913786880
90,7778,04,98,29.747,337014844443
90,7778,07,98,29.7471,336819466489
90,7778,86,98,29.7472,336930629808
90,7778,92,98,29.7473,336994632931
90,7778,70,99,29.7474,336980484872
90,7778,12,98,29.7476,336977116286
90,7778,07,99,29.7477,336954209905
90,7778,06,98,29.7479,336872690138
90,7778,94,98,29.7481,336967684247
90,7778,76,97,29.7482,336983179740
90,7778,93,98,29.7483,336862584382
90,7778,10,99,29.7485,336933998393
90,7778,11,98,29.7487,336981158589
90,7778,08,97,29.7488,336952862471
90,7778,07,98,29.7489,336959599642
90,7778,82,98,29.749,337023602765
90,7778,95,99,29.7491,336916481749
90,7778,06,98,29.7491,336828898528
90,7778,07,99,29.7493,337000696384
90,7778,08,98,29.7494,337026971351
90,7778,04,98,29.7495,336969031681
90,7778,91,98,29.7496,337004738687
90,7778,81,98,29.7498,336923892637
90,7778,05,99,29.7498,337012149575
90,7778,08,98,29.75,336997327799
90,7778,07,98,29.7501,336981832306
90,7778,12,98,29.7502,336914460597
90,7778,96,98,29.7504,336990590628
90,7778,82,99,29.7507,336954209905
90,7778,63,98,29.7509,337018213028
90,7778,08,99,29.751,336913786880
90,7778,12,98,29.7512,337028992502
90,7778,10,98,29.7512,336996654082
90,7778,04,98,29.7513,336980484872
90,7778,97,98,29.7514,336948820169
90,7778,82,99,29.7515,337027645068
90,7778,97,98,29.7517,337008107272
90,7778,27,97,29.7518,336901659973
90,7778,07,99,29.7518,337000696384
90,7778,12,98,29.7519,336916481749
90,7778,06,99,29.7521,336909070861
90,7778,85,98,29.7522,337030339936
90,7778,91,99,29.7523,336940735564
90,7778,09,98,29.7524,336919176617
90,7778,32,98,29.7525,336913113163
90,7778,07,99,29.7526,336964315662
90,7778,77,98,29.7528,336995306648
90,7778,10,98,29.7528,336925240071
90,7778,92,98,29.7529,336942756715
90,7778,82,98,29.753,337008780989
90,7778,96,99,29.7531,336966336813
90,7778,11,98,29.7532,337072110395
90,7778,13,99,29.7534,336917829183
90,7778,06,98,29.7536,336989243194
90,7778,11,97,29.7536,336979811155
90,7778,84,98,29.7537,336919850334
90,7778,96,98,29.7538,336959599642
90,7778,78,99,29.7538,336887511914
90,7778,09,98,29.7539,337043814278
90,7778,02,97,29.7542,336920524051
90,7778,03,98,29.7543,336969031681
90,7778,87,98,29.7544,336963641945
90,7778,78,97,29.7546,336985200891
90,7778,06,98,29.7548,337095690493
90,7778,14,99,29.7549,337017539311
90,7778,04,98,29.7551,336975768852
90,7778,10,98,29.7554,337053920034
90,7778,90,98,29.7556,336900986256
90,7778,84,98,29.7558,336890880500
90,7778,97,99,29.756,336979137438
90,7778,09,97,29.7561,336954209905
90,7778,11,97,29.7563,336854499777
90,7778,04,98,29.7564,336892227934
90,7778,07,98,29.7565,336865279250
90,7778,80,99,29.7567,336923892637
90,7778,04,98,29.7569,337070762961
90,7778,17,99,29.757,337012149575
90,7778,07,98,29.7572,336948820169
90,7778,13,98,29.7573,336956231057
90,7778,04,97,29.7575,336903681124
90,7778,83,98,29.7575,337002043818
90,7778,95,99,29.7577,337036403390
90,7778,05,98,29.7578,336878079875
90,7778,12,98,29.758,336897617670
90,7778,04,98,29.7581,337057288619
90,7778,11,98,29.7582,336995980365
90,7778,87,99,29.7585,337040445692
90,7778,87,98,29.7586,337051898883
90,7778,88,97,29.7588,336906375992
90,7778,07,99,29.7589,337056614902
90,7778,10,97,29.759,336930629808
90,7778,09,99,29.7591,336980484872
90,7778,08,98,29.7592,336940735564
90,7778,84,99,29.7593,336983179740
90,7778,01,98,29.7594,336880774743
90,7778,23,98,29.7596,336900312539
90,7778,10,99,29.7597,336840351718
90,7778,09,98,29.7598,336912439446
90,7778,83,99,29.7599,337009454706
90,7778,98,98,29.76,336880101026
90,7778,05,97,29.7601,336957578491
90,7778,06,99,29.7603,337006086121
90,7778,10,98,29.7604,336972400267
90,7778,03,98,29.7605,336963641945
90,7778,91,98,29.7606,336978463720
90,7778,85,99,29.7608,336931977242
90,7778,63,98,29.761,336985200891
90,7778,18,97,29.7612,336900312539
90,7778,07,99,29.7614,336895596519
90,7778,08,98,29.7615,337065373224
90,7778,07,99,29.7616,337021581614
90,7778,91,98,29.7617,336918502900
90,7778,99,99,29.7618,336969031681
90,7778,09,98,29.7619,337030339936
90,7778,15,98,29.7621,337010128423
90,7778,05,99,29.7623,336929956090
90,7778,12,98,29.7624,336887511914
90,7778,06,98,29.7625,337002043818
90,7778,84,98,29.7626,336987895760
90,7778,07,98,29.7627,336962294510
90,7778,07,99,29.7628,336906375992
90,7778,15,98,29.763,336952188754
90,7778,50,96,29.763,337045161712
89,7778,50,0,29.7631,337743132611
89,7778,49,1,29.7631,339753504390
89,7778,49,1,29.7631,340332901083
89,7778,49,1,29.7631,338035525826
89,7778,25,14,29.7633,336958925925
89,7778,22,99,29.7635,336867300402
89,7778,33,98,29.7636,336912439446
90,7778,84,98,29.7637,336951515037
90,7778,05,97,29.7638,336860563231
90,7778,21,98,29.764,336783085766
90,7778,12,99,29.7641,336857194645
90,7778,10,98,29.7642,336917155466
90,7778,94,98,29.7644,337033034804
90,7778,93,99,29.7644,336929282373
90,7778,79,98,29.7645,336964315662
90,7778,36,97,29.7647,336928608656
90,7778,15,98,29.7648,336908397144
90,7778,26,98,29.7649,336987222043
90,7778,83,99,29.765,336936693261
90,7778,10,98,29.7651,337025623916
90,7778,45,98,29.7652,336795886391
90,7778,03,99,29.7652,336880774743
90,7778,09,98,29.7653,336908397144
90,7778,94,98,29.7655,336890206782
90,7778,77,98,29.7657,337036403390
90,7778,14,98,29.7659,336944777866
90,7778,31,99,29.766,336826877377
90,7778,23,98,29.7661,336817445337
90,7778,23,98,29.7662,336799254976
91,7778,86,98,29.7663,336995306648
90,7778,96,98,29.7665,336936019544
91,7778,34,99,29.7666,336869995270
90,7778,64,98,29.7667,336886164480
90,7778,01,98,29.7669,336880774743
90,7778,96,98,29.767,337000022667
90,7778,96,98,29.7671,337048530297
90,7778,83,98,29.7671,336995306648
90,7778,76,98,29.7672,336878753592
90,7778,80,99,29.7673,336832267113
90,7778,94,98,29.7674,336923218920
90,7778,06,99,29.7675,336971052833
90,7778,96,98,29.7676,336901659973
90,7778,95,98,29.7679,337028318785
90,7778,97,98,29.7681,336950841320
90,7778,80,99,29.7682,336941409281
90,7778,78,97,29.7683,336880774743
90,7778,03,99,29.7684,336967010530
90,7778,02,97,29.7685,336912439446
90,7778,09,97,29.7687,336949493886
90,7778,96,99,29.7688,337022255331
90,7778,95,98,29.7689,336862584382
90,7778,98,98,29.7691,336867974119
90,7778,81,98,29.7692,336925913788
90,7778,92,99,29.7693,336925913788
90,7778,71,97,29.7694,336878753592
89,7778,05,99,29.7694,336853826060
89,7778,02,98,29.7696,336936693261
90,7778,98,97,29.7697,336882122177
90,7778,97,98,29.7697,336944777866
90,7778,92,98,29.7699,336930629808
90,7778,80,98,29.77,337022929048
90,7778,84,98,29.7701,336985874608
90,7778,02,99,29.7701,336964315662
90,7778,09,98,29.7702,336995306648
90,7778,09,98,29.7704,336933324676
90,7778,01,98,29.7705,337012149575
90,7778,03,98,29.7706,336979811155
90,7778,90,98,29.7707,337003391253
90,7778,80,98,29.7708,336970379115
90,7778,01,99,29.771,336972400267
90,7778,05,98,29.7711,336925913788
90,7778,08,97,29.7713,336865952967
90,7778,05,98,29.7714,336876058724
90,7778,06,98,29.7716,336926587505
90,7778,94,99,29.7717,336869995270
90,7778,81,98,29.7718,337007433555
90,7778,86,99,29.7719,336859889514
90,7778,05,98,29.772,336874711290
90,7778,22,98,29.7722,336854499777
90,7778,06,99,29.7723,336875385007
90,7778,06,98,29.7724,337004064970
90,7778,99,99,29.7725,337050551448
90,7778,81,98,29.7726,336978463720
90,7778,01,99,29.7727,336952862471
90,7778,07,98,29.7728,336979137438
90,7778,32,98,29.7729,336952188754
90,7778,05,99,29.773,337060657205
90,7778,03,98,29.7731,336782412049
90,7778,00,98,29.7733,336976442569
90,7778,91,98,29.7734,336922545202
90,7778,80,98,29.7735,337052572600
90,7778,95,99,29.7736,336920524051
90,7778,08,98,29.7737,336905028558
90,7778,01,99,29.7739,336847088889
90,7778,03,98,29.7739,337091648191
90,7778,12,98,29.774,337049877731
90,7778,80,98,29.774,336942082998
90,7778,99,98,29.7742,336900986256
90,7778,04,99,29.7743,336926587505
90,7778,16,98,29.7744,337021581614
90,7778,00,98,29.7744,336921871485
90,7778,01,98,29.7746,336963641945
90,7778,82,99,29.7747,336985874608
90,7778,72,98,29.7749,336925913788
89,7778,22,98,29.775,336948820169
90,7778,05,99,29.7752,336950841320
90,7778,03,98,29.7752,336950841320
90,7778,73,99,29.7753,336971726550
90,7778,80,98,29.7754,337002043818
90,7778,08,99,29.7756,336977790003
90,7778,05,98,29.7757,336902333690
90,7778,12,97,29.7758,337006759838
90,7778,07,98,29.7759,336991264345
90,7778,01,98,29.776,336923892637
90,7778,81,99,29.7761,336892227934
90,7778,99,98,29.7762,337079521283
90,7778,27,98,29.7764,336958925925
90,7778,04,98,29.7766,336945451583
90,7778,07,98,29.7767,336950841320
90,7778,02,98,29.7768,336913786880
90,7778,96,98,29.7771,336962968228
90,7778,81,99,29.7772,336951515037
90,7778,00,98,29.7774,336971726550
90,7778,13,98,29.7776,336998675233
90,7778,04,99,29.7778,337025623916
90,7778,02,98,29.7779,337031687370
90,7778,01,97,29.7781,337017539311
90,7778,97,98,29.7783,337079521283
90,7778,81,98,29.7785,337111859703
90,7778,98,99,29.7788,337026971351
90,7778,03,98,29.7791,337065373224
90,7778,02,99,29.7794,337046509146
90,7778,04,98,29.7796,336956231057
90,7778,89,99,29.7799,337102427664
90,7778,78,98,29.7801,336975768852
90,7778,75,98,29.7803,336916481749
90,7778,06,99,29.7804,337025623916
90,7778,06,98,29.7807,336973747701
90,7778,08,99,29.7808,336813403035
90,7778,89,98,29.781,336917829183
90,7778,80,99,29.7813,337007433555
90,7778,02,98,29.7815,336929956090
90,7778,12,98,29.7818,337056614902
90,7778,05,99,29.7821,336884143329
90,7778,01,98,29.7823,336964989379
90,7778,07,97,29.7825,336960947076
90,7778,02,98,29.7828,336952862471
90,7778,81,98,29.783,336989243194
90,7778,01,98,29.7832,336932650959
90,7778,10,98,29.7834,337037750824
90,7778,05,99,29.7836,336993285496
90,7778,01,98,29.7838,336992611779
90,7778,06,98,29.784,337055267468
90,7778,98,97,29.7843,337028318785
90,7778,81,98,29.7843,337026297633
90,7778,00,99,29.7845,337041119409
89,7778,05,98,29.7848,336989916911
90,7778,10,98,29.7851,336981158589
90,7778,02,98,29.7852,336924566354
90,7778,07,98,29.7853,336935345827
90,7778,89,98,29.7854,336941409281
90,7778,80,98,29.7855,336938714413
90,7778,00,99,29.7856,336971052833
90,7778,06,98,29.7857,336983179740
90,7778,10,98,29.7858,337052572600
90,7778,01,98,29.7859,336983179740
90,7778,10,98,29.7861,337018213028
90,7778,90,99,29.7861,336962294510
90,7778,80,98,29.7862,336867300402
90,7778,68,99,29.7863,336934672110
90,7778,05,98,29.7864,336903007407
90,7778,11,98,29.7865,336869321553
90,7778,04,99,29.7866,336906375992
90,7778,11,98,29.7867,337048530297
90,7778,91,99,29.7869,337115228289
90,7778,80,98,29.7869,337064699507
90,7778,18,99,29.7871,336994632931
90,7778,06,98,29.7873,337095690493
90,7778,05,98,29.7876,336998001516
90,7778,07,99,29.7877,336868647836
90,7778,04,98,29.7878,337057962336
90,7778,88,99,29.7879,336973747701
90,7778,80,98,29.7881,336857194645
90,7778,81,97,29.7882,336963641945
90,7778,02,99,29.7883,336950841320
90,7778,03,98,29.7885,336808687015
90,7778,01,99,29.7886,336840351718
90,7778,06,98,29.7887,336964989379
90,7778,05,98,29.7888,337049204014
90,7778,83,98,29.7889,336977790003
90,7778,88,98,29.789,336964989379
90,7778,05,99,29.7891,336938040695
90,7778,01,98,29.7892,336944104149
90,7778,04,97,29.7893,336941409281
90,7778,05,98,29.7894,336973747701
90,7778,83,98,29.7895,337036403390
90,7778,82,97,29.7895,336984527174
90,7778,02,98,29.7898,336881448460
90,7778,09,99,29.7901,336927934939
90,7778,11,98,29.7903,336890880500
90,7778,05,98,29.7904,336845741455
90,7778,06,98,29.7905,336891554217
90,7778,91,98,29.7905,336855173494
90,7778,80,99,29.7906,336970379115
90,7778,02,98,29.7907,336923218920
90,7778,08,99,29.7909,336900312539
90,7778,06,98,29.7911,336884817046
90,7778,05,97,29.7912,337005412404
90,7778,07,98,29.7913,336842372869
90,7778,06,98,29.7914,336962294510
90,7778,80,99,29.7916,336978463720
90,7778,90,98,29.7917,336865279250
90,7778,14,99,29.7918,336979811155
90,7778,04,98,29.792,337046509146
90,7778,08,98,29.7921,336962294510
90,7778,01,98,29.7922,336921197768
90,7778,89,98,29.7924,336907049710
90,7778,80,99,29.7926,336994632931
90,7778,59,98,29.7928,336987222043
90,7778,04,99,29.7929,336944104149
90,7778,06,98,29.793,336927261222
90,7778,03,98,29.7931,336948820169
90,7778,95,98,29.7933,336944104149
90,7778,82,98,29.7933,336894249085
90,7778,09,99,29.7934,336876732441
90,7778,10,98,29.7935,336949493886
90,7778,07,98,29.7937,336892901651
90,7778,16,98,29.7938,336822161357
90,7778,95,98,29.7939,336903007407
90,7778,81,99,29.794,336883469612
90,7778,03,98,29.7942,336984527174
90,7778,21,97,29.7943,336964315662
90,7778,06,99,29.7944,336967684247
90,7778,17,98,29.7946,336908397144
90,7778,85,99,29.7947,337062004639
90,7778,63,98,29.7948,337008107272
90,7778,21,99,29.7951,336922545202
90,7778,16,98,29.7952,336874711290
90,7778,04,97,29.7954,336948146452
90,7778,13,98,29.7955,336799928693
90,7778,95,99,29.7956,337014170726
90,7778,83,99,29.7957,336995980365
90,7778,09,98,29.7958,336930629808
90,7778,25,97,29.796,336894249085
90,7778,08,99,29.7961,336906375992
90,7778,03,98,29.7962,336810034449
90,7778,09,98,29.7964,336980484872
90,7778,87,97,29.7964,336987895760
90,7778,89,98,29.7965,337073457829
90,7778,09,99,29.7967,336910418295
90,7778,17,98,29.7968,336913786880
90,7778,11,97,29.7969,337027645068
90,7778,12,98,29.7969,336911765729
90,7778,99,98,29.797,336884143329
90,7778,83,99,29.7971,337076826415
90,7778,04,98,29.7972,336957578491
90,7778,26,98,29.7973,336946799018
90,7778,10,98,29.7975,336913113163
90,7778,05,98,29.7976,336921197768
90,7778,94,98,29.7977,336851131192
90,7778,77,98,29.7978,337013497009
90,7778,79,99,29.7979,336980484872
90,7778,10,98,29.798,336994632931
90,7778,11,98,29.7982,336874711290
90,7778,05,99,29.7983,336851131192
90,7778,03,98,29.7984,336993285496
90,7778,84,99,29.7985,337001370101
90,7778,95,98,29.7986,336849110040
90,7778,31,97,29.7987,336875385007
90,7778,09,99,29.7989,337034382238
90,7778,97,98,29.799,337017539311
90,7778,09,97,29.7991,336921197768
90,7778,98,98,29.7992,336892227934
90,7778,83,98,29.7992,337002717536
90,7778,04,99,29.7993,336935345827
90,7778,12,98,29.7994,337016191877
90,7778,08,98,29.7997,336990590628
90,7778,13,98,29.7999,337026297633
90,7778,90,98,29.8,337023602765
90,7778,89,98,29.8001,337004064970
90,7778,71,97,29.8002,336896270236
90,7778,09,99,29.8004,336960273359
90,7778,10,98,29.8005,337032361087
90,7778,04,97,29.8006,336992611779
90,7778,10,98,29.8007,337026971351
90,7778,89,98,29.8008,336940061847
90,7778,92,99,29.8009,336934672110
90,7778,09,98,29.801,337041793126
90,7778,04,97,29.8012,337001370101
90,7778,08,98,29.8012,337059983488
90,7778,05,98,29.8013,337028992502
90,7778,82,99,29.8014,336938714413
90,7778,07,98,29.8014,336919850334
90,7778,29,98,29.8016,336879427309
90,7778,14,99,29.8017,336936019544
90,7778,10,98,29.8018,336911092012
90,7778,07,98,29.8019,336914460597
90,7778,85,98,29.802,337069415527
90,7778,82,98,29.8021,337009454706
90,7778,10,99,29.8022,337026297633
90,7778,29,98,29.8023,337045161712
90,7778,02,99,29.8024,336923218920
90,7778,11,98,29.8025,336885490763
90,7778,02,98,29.8026,337040445692
90,7778,83,98,29.8027,336938040695
90,7778,03,98,29.8029,336923892637
90,7778,11,99,29.803,336929282373
90,7778,07,98,29.8031,336919176617
90,7778,15,97,29.8033,336877406158
90,7778,09,98,29.8033,337059309771
90,7778,89,98,29.8034,336963641945
90,7778,81,99,29.8035,337020234180
90,7778,96,98,29.8035,336984527174
90,7778,25,98,29.8036,336865279250
90,7778,07,99,29.8037,336945451583
90,7778,08,97,29.8039,336995306648
90,7778,13,97,29.8041,336986548325
90,7778,85,98,29.8042,337051898883
90,7778,02,98,29.8044,336938040695
90,7778,08,99,29.8045,336998675233
90,7778,14,98,29.8047,336869995270
90,7778,01,99,29.8048,336905028558
90,7778,98,98,29.8049,336952862471
90,7778,81,99,29.8049,336935345827
90,7778,88,98,29.8051,337004064970
90,7778,22,98,29.8052,336980484872
90,7778,03,99,29.8054,336842372869
90,7778,00,98,29.8055,336914460597
90,7778,01,98,29.8056,337001370101
90,7778,93,97,29.8058,336972400267
90,7778,79,99,29.8059,336984527174
90,7778,94,98,29.806,336964315662
90,7778,19,98,29.8061,337039771975
90,7778,05,99,29.8063,336926587505
90,7778,01,98,29.8065,336939388130
90,7778,00,98,29.8067,336973073984
90,7778,88,98,29.8068,336980484872
90,7778,79,99,29.8069,336950841320
90,7778,71,98,29.8071,336977790003
90,7778,02,97,29.8072,336838330567
90,7778,03,99,29.8073,336839678001
90,7778,97,98,29.8075,336923892637
90,7778,02,98,29.8075,336954209905
90,7778,97,98,29.8076,336991264345
90,7778,83,99,29.8077,337011475858
90,7778,86,98,29.8079,336978463720
90,7778,76,98,29.8081,336983853457
90,7778,05,97,29.8082,337134766084
90,7778,03,98,29.8084,337057288619
90,7778,98,98,29.8086,337086932171
90,7778,00,98,29.8087,337104448815
90,7778,92,99,29.8089,337058636053
90,7778,79,98,29.809,337209548680
90,7778,99,99,29.8092,337196748056
90,7778,04,98,29.8095,337218307002
90,7778,06,98,29.8099,337191358319
90,7778,00,98,29.8102,337156998748
90,7778,99,98,29.8105,337122639176
90,7778,85,99,29.8106,337358440156
90,7778,79,98,29.8109,337229760193
90,7778,70,99,29.8112,337279615257
90,7778,04,98,29.8114,337281636408
90,7778,06,98,29.8117,337268162067
90,7778,04,98,29.812,337263446047
90,7778,00,98,29.8122,337349681834
90,7778,92,98,29.8126,337193379470
90,7778,79,98,29.8128,337384715122
90,7778,92,99,29.813,337402231766
90,7778,04,98,29.8131,337431201601
90,7778,07,97,29.8133,337272204369
90,7778,03,98,29.8135,337308585092
90,7778,04,98,29.8136,337349008117
90,7778,79,98,29.8139,337230433910
90,7778,96,98,29.8141,337152956445
90,7778,45,99,29.8143,337228412759
89,7778,06,24,29.8142,337232455061
89,7778,08,99,29.8146,337159693616
90,7778,06,98,29.8148,337330144038
90,7778,90,98,29.8151,337213590983
90,7778,82,98,29.8153,337378651668
90,7778,82,97,29.8155,337062678356
90,7778,17,99,29.8158,337216959568
90,7778,10,98,29.816,337174515392
90,7778,04,97,29.8162,337386062556
90,7778,92,98,29.8163,337368545912
90,7778,80,97,29.8165,337420422128
90,7778,68,99,29.8168,337485098968
90,7778,21,97,29.8171,337350355551
90,7777,09,98,29.8175,337380672820
90,7777,17,98,29.8178,337415706108
90,7777,00,99,29.8184,338174311545
90,7777,83,98,29.8194,339077766155
90,7777,03,34,29.8201,339150527600
90,7781,12,99,29.8211,339095956516
90,7781,36,84,29.8218,339238784538
90,7781,12,98,29.8223,339195666644
90,7781,89,97,29.8228,339239458255
90,7781,11,29,29.8229,339186234605
90,7781,11,99,29.8235,339306156246
90,7781,01,98,29.824,339156591054
90,7781,82,99,29.8244,339212509572
90,7781,10,98,29.8247,339190276908
90,7781,51,81,29.8251,339207119835
90,7781,67,20,29.8253,339223962762
90,7781,06,98,29.8256,339236089670
89,7781,59,71,29.8257,339281228714
90,7781,51,98,29.8261,339270449241
89,7781,10,24,29.8263,339282576148
90,7781,23,98,29.8267,339334452364
90,7781,90,97,29.8269,339306829963
90,7781,86,97,29.8272,339170065395
90,7781,05,72,29.8274,339177476283
90,7781,09,98,29.8278,339197014079
90,7781,04,61,29.8281,339233394801
90,7781,21,98,29.8283,339178823717
90,7781,88,98,29.8286,339189603191
90,7781,00,98,29.8289,339241479406
90,7781,38,98,29.8293,339300766510
90,7781,21,97,29.8297,339341189535
90,7781,19,98,29.8301,339244847992
90,7781,22,98,29.8305,339214530723
90,7781,16,98,29.8309,339242153123
90,7781,85,99,29.8313,339331757495
89,7781,47,14,29.8313,339291334470
89,7781,46,0,29.8312,339288639602
89,7781,46,1,29.8312,339261690919
88,7781,46,0,29.831,339155917336
88,7781,46,1,29.8308,339183539737
88,7781,46,3,29.8307,339209814703
88,7781,46,3,29.8305,339204424967
88,7781,46,3,29.8303,339172760264
88,7781,46,3,29.8301,339182192303
88,7781,46,1,29.8297,339238784538
87,7781,43,1,29.8294,339233394801
87,7781,44,1,29.8291,339242826840
87,7781,43,1,29.8288,339365443350
87,7781,43,3,29.8285,339320978022
87,7781,43,1,29.8283,339351295291
87,7781,43,1,29.828,339292008187
87,7781,43,2,29.8277,339380938843
87,7781,43,1,29.8274,339407887526
86,7781,43,1,29.8271,339360053613
86,7781,43,1,29.8268,339401824072
86,7781,43,1,29.8267,339355337593
86,7782,43,7,29.8266,339331083778
86,7782,43,0,29.8263,339466500912
86,7782,43,2,29.8261,339269101807
86,7782,43,0,29.826,339314240851
86,7782,43,1,29.8258,339335126081
86,7782,43,0,29.8256,339323672890
85,7782,43,1,29.8255,339314914568
85,7782,43,0,29.8253,339313567134
85,7782,43,1,29.8251,339395086901
85,7782,43,1,29.8248,339346579271
85,7782,43,1,29.8246,339302113944
85,7782,43,1,29.8244,339333778647
85,7782,42,1,29.8242,339376222823
85,7782,01,1,29.8241,339383633711
86,7782,23,93,29.8243,339236763387
86,7782,40,72,29.8246,338944370172
86,7782,23,98,29.8248,338816363926
86,7782,30,72,29.8248,338777288335
87,7782,20,98,29.825,338678925641
87,7782,03,97,29.8253,338631765445
86,7782,46,22,29.8252,338694421134
86,7782,07,3,29.8252,338648608372
87,7782,10,98,29.8256,338617617386
87,7782,10,97,29.8259,338771898599
87,7782,87,98,29.8262,338469399628
87,7782,25,97,29.8267,338773246033
87,7782,25,99,29.8271,338702505739
87,7782,19,98,29.8273,338790762677
87,7782,20,97,29.8276,338939654152
87,7782,87,98,29.8278,338747644783
87,7782,10,98,29.8281,338807605604
88,7782,21,99,29.8283,338811647906
88,7782,31,98,29.8286,338577194361
88,7782,98,97,29.8289,338724064686
88,7782,96,98,29.8291,338781330638
88,7782,82,98,29.8294,338812321624
88,7782,24,99,29.8295,338841291458
88,7782,25,98,29.8298,338882388200
88,7782,27,97,29.8302,338693747417
88,7782,12,97,29.8304,338839944024
88,7782,89,98,29.8306,338798847282
88,7782,13,99,29.8309,338660735280
88,7782,46,97,29.8309,338636481465
87,7782,44,0,29.8306,338709242910
86,7782,44,1,29.8304,338676230773
87,7782,15,99,29.8305,338728780705
87,7782,10,97,29.8308,338688357680
87,7782,18,98,29.831,338541487356
88,7782,24,99,29.8313,338722717251
87,7782,16,61,29.8314,338686336529
88,7782,12,98,29.8317,338533402751
88,7782,91,98,29.8318,338592689854
88,7782,17,99,29.832,338682967943
88,7782,25,98,29.8322,338707221758
88,7782,17,98,29.8325,338814342775
88,7782,85,97,29.8328,338707221758
88,7782,28,98,29.833,338656692977
88,7782,84,98,29.8333,338870935010
88,7782,15,99,29.8335,338692399983
88,7782,14,98,29.8338,338612901367
88,7782,21,97,29.8341,338746297349
88,7782,11,98,29.8343,338635134030
88,7782,99,98,29.8345,338718674949
88,7782,82,99,29.8347,338703179456
88,7782,10,98,29.8348,338710590344
88,7782,37,98,29.835,338670167319
88,7782,99,99,29.8351,338655345543
88,7782,27,98,29.8353,338565067454
88,7782,85,99,29.8356,338645913504
88,7782,06,98,29.836,338678251924
88,7782,30,98,29.8362,338586626400
88,7782,04,99,29.8365,338598753308
89,7782,16,98,29.8367,338677578207
89,7782,09,97,29.8369,338810974189
89,7782,84,97,29.837,338790762677
89,7782,11,98,29.8372,338796152414
89,7782,29,99,29.8375,338945717606
89,7782,25,98,29.8378,338868240142
89,7782,25,98,29.838,338957170797
89,7782,95,97,29.8382,338857460668
89,7782,99,98,29.8384,338949759909
89,7782,35,97,29.8386,338792783828
89,7782,24,99,29.8389,338942349021
89,7782,16,98,29.8392,338788741526
89,7782,33,99,29.8395,338822427380
89,7782,90,98,29.8396,339023195071
89,7782,12,98,29.8399,338815016492
89,7782,46,99,29.84,338900578562
